delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
16399-23855-85402-13421-22159-23423-46296-66298,44332-22448-75290-10979-13891-38436-24251-29659,96795-26105-31920-29813-42305-44362-52805-53149,83933-76245-37853-70391-126620-170224-112815-85748,9297-6355-8177-1686-3800-7584-9714-7182,5940-10478-13797-12438-7391-11815-11315-12480,2606-2389-5657-4549-2169-4606-4060-2281,1630-2788-2287-2047-2115-4708-2637-5386,easy
23855-85402-13421-22159-23423-46296-66298-7630,22448-75290-10979-13891-38436-24251-29659-22942,26105-31920-29813-42305-44362-52805-53149-52771,76245-37853-70391-126620-170224-112815-85748-43530,6355-8177-1686-3800-7584-9714-7182-7926,10478-13797-12438-7391-11815-11315-12480-9292,2389-5657-4549-2169-4606-4060-2281-5052,2788-2287-2047-2115-4708-2637-5386-2501,easy
85402-13421-22159-23423-46296-66298-7630-13903,75290-10979-13891-38436-24251-29659-22942-19414,31920-29813-42305-44362-52805-53149-52771-92381,37853-70391-126620-170224-112815-85748-43530-34215,8177-1686-3800-7584-9714-7182-7926-4902,13797-12438-7391-11815-11315-12480-9292-12038,5657-4549-2169-4606-4060-2281-5052-3747,2287-2047-2115-4708-2637-5386-2501-1702,easy
13421-22159-23423-46296-66298-7630-13903-26796,10979-13891-38436-24251-29659-22942-19414-9731,29813-42305-44362-52805-53149-52771-92381-14706,70391-126620-170224-112815-85748-43530-34215-65931,1686-3800-7584-9714-7182-7926-4902-6522,12438-7391-11815-11315-12480-9292-12038-5078,4549-2169-4606-4060-2281-5052-3747-3843,2047-2115-4708-2637-5386-2501-1702-2606,hard
22159-23423-46296-66298-7630-13903-26796-345507,13891-38436-24251-29659-22942-19414-9731-97810,42305-44362-52805-53149-52771-92381-14706-7997,126620-170224-112815-85748-43530-34215-65931-4629,3800-7584-9714-7182-7926-4902-6522-12226,7391-11815-11315-12480-9292-12038-5078-6455,2169-4606-4060-2281-5052-3747-3843-1205,2115-4708-2637-5386-2501-1702-2606-585,hard
23423-46296-66298-7630-13903-26796-345507-316179,38436-24251-29659-22942-19414-9731-97810-55622,44362-52805-53149-52771-92381-14706-7997-3679,170224-112815-85748-43530-34215-65931-4629-26724,7584-9714-7182-7926-4902-6522-12226-1113,11815-11315-12480-9292-12038-5078-6455-1898,4606-4060-2281-5052-3747-3843-1205-848,4708-2637-5386-2501-1702-2606-585-662,hard
46296-66298-7630-13903-26796-345507-316179-34111,24251-29659-22942-19414-9731-97810-55622-70919,52805-53149-52771-92381-14706-7997-3679-26797,112815-85748-43530-34215-65931-4629-26724-137028,9714-7182-7926-4902-6522-12226-1113-8618,11315-12480-9292-12038-5078-6455-1898-9873,4060-2281-5052-3747-3843-1205-848-6998,2637-5386-2501-1702-2606-585-662-1526,hard
66298-7630-13903-26796-345507-316179-34111-10002,29659-22942-19414-9731-97810-55622-70919-11861,53149-52771-92381-14706-7997-3679-26797-105769,85748-43530-34215-65931-4629-26724-137028-89322,7182-7926-4902-6522-12226-1113-8618-9194,12480-9292-12038-5078-6455-1898-9873-5616,2281-5052-3747-3843-1205-848-6998-2693,5386-2501-1702-2606-585-662-1526-2070,hard
7630-13903-26796-345507-316179-34111-10002-14539,22942-19414-9731-97810-55622-70919-11861-26030,52771-92381-14706-7997-3679-26797-105769-87175,43530-34215-65931-4629-26724-137028-89322-253968,7926-4902-6522-12226-1113-8618-9194-5297,9292-12038-5078-6455-1898-9873-5616-11471,5052-3747-3843-1205-848-6998-2693-2772,2501-1702-2606-585-662-1526-2070-1659,hard
13903-26796-345507-316179-34111-10002-14539-22225,19414-9731-97810-55622-70919-11861-26030-21163,92381-14706-7997-3679-26797-105769-87175-72435,34215-65931-4629-26724-137028-89322-253968-43849,4902-6522-12226-1113-8618-9194-5297-11039,12038-5078-6455-1898-9873-5616-11471-9235,3747-3843-1205-848-6998-2693-2772-3425,1702-2606-585-662-1526-2070-1659-1914,hard
26796-345507-316179-34111-10002-14539-22225-22106,9731-97810-55622-70919-11861-26030-21163-20489,14706-7997-3679-26797-105769-87175-72435-115124,65931-4629-26724-137028-89322-253968-43849-40872,6522-12226-1113-8618-9194-5297-11039-25298,5078-6455-1898-9873-5616-11471-9235-6652,3843-1205-848-6998-2693-2772-3425-1421,2606-585-662-1526-2070-1659-1914-1610,hard
345507-316179-34111-10002-14539-22225-22106-24152,97810-55622-70919-11861-26030-21163-20489-56238,7997-3679-26797-105769-87175-72435-115124-10246,4629-26724-137028-89322-253968-43849-40872-49979,12226-1113-8618-9194-5297-11039-25298-5761,6455-1898-9873-5616-11471-9235-6652-10059,1205-848-6998-2693-2772-3425-1421-2888,585-662-1526-2070-1659-1914-1610-1402,hard
316179-34111-10002-14539-22225-22106-24152-8384,55622-70919-11861-26030-21163-20489-56238-32696,3679-26797-105769-87175-72435-115124-10246-10282,26724-137028-89322-253968-43849-40872-49979-100741,1113-8618-9194-5297-11039-25298-5761-7224,1898-9873-5616-11471-9235-6652-10059-8065,848-6998-2693-2772-3425-1421-2888-2130,662-1526-2070-1659-1914-1610-1402-1163,hard
34111-10002-14539-22225-22106-24152-8384-37447,70919-11861-26030-21163-20489-56238-32696-25164,26797-105769-87175-72435-115124-10246-10282-37459,137028-89322-253968-43849-40872-49979-100741-149298,8618-9194-5297-11039-25298-5761-7224-7843,9873-5616-11471-9235-6652-10059-8065-13058,6998-2693-2772-3425-1421-2888-2130-3692,1526-2070-1659-1914-1610-1402-1163-1503,hard
10002-14539-22225-22106-24152-8384-37447-13197,11861-26030-21163-20489-56238-32696-25164-22223,105769-87175-72435-115124-10246-10282-37459-43726,89322-253968-43849-40872-49979-100741-149298-91492,9194-5297-11039-25298-5761-7224-7843-5158,5616-11471-9235-6652-10059-8065-13058-9189,2693-2772-3425-1421-2888-2130-3692-3063,2070-1659-1914-1610-1402-1163-1503-1339,hard
14539-22225-22106-24152-8384-37447-13197-17765,26030-21163-20489-56238-32696-25164-22223-6274,87175-72435-115124-10246-10282-37459-43726-65144,253968-43849-40872-49979-100741-149298-91492-85967,5297-11039-25298-5761-7224-7843-5158-6781,11471-9235-6652-10059-8065-13058-9189-6077,2772-3425-1421-2888-2130-3692-3063-2892,1659-1914-1610-1402-1163-1503-1339-1084,hard
22225-22106-24152-8384-37447-13197-17765-36387,21163-20489-56238-32696-25164-22223-6274-37576,72435-115124-10246-10282-37459-43726-65144-30549,43849-40872-49979-100741-149298-91492-85967-47172,11039-25298-5761-7224-7843-5158-6781-5664,9235-6652-10059-8065-13058-9189-6077-9945,3425-1421-2888-2130-3692-3063-2892-2943,1914-1610-1402-1163-1503-1339-1084-4596,easy
22106-24152-8384-37447-13197-17765-36387-14820,20489-56238-32696-25164-22223-6274-37576-43344,115124-10246-10282-37459-43726-65144-30549-8652,40872-49979-100741-149298-91492-85967-47172-12724,25298-5761-7224-7843-5158-6781-5664-3466,6652-10059-8065-13058-9189-6077-9945-6583,1421-2888-2130-3692-3063-2892-2943-2701,1610-1402-1163-1503-1339-1084-4596-1788,easy
24152-8384-37447-13197-17765-36387-14820-139643,56238-32696-25164-22223-6274-37576-43344-24508,10246-10282-37459-43726-65144-30549-8652-8141,49979-100741-149298-91492-85967-47172-12724-4522,5761-7224-7843-5158-6781-5664-3466-6270,10059-8065-13058-9189-6077-9945-6583-4135,2888-2130-3692-3063-2892-2943-2701-1363,1402-1163-1503-1339-1084-4596-1788-349,hard
8384-37447-13197-17765-36387-14820-139643-99418,32696-25164-22223-6274-37576-43344-24508-13441,10282-37459-43726-65144-30549-8652-8141-4189,100741-149298-91492-85967-47172-12724-4522-1985,7224-7843-5158-6781-5664-3466-6270-1277,8065-13058-9189-6077-9945-6583-4135-3863,2130-3692-3063-2892-2943-2701-1363-772,1163-1503-1339-1084-4596-1788-349-304,hard
37447-13197-17765-36387-14820-139643-99418-50568,25164-22223-6274-37576-43344-24508-13441-4056,37459-43726-65144-30549-8652-8141-4189-2647,149298-91492-85967-47172-12724-4522-1985-3751,7843-5158-6781-5664-3466-6270-1277-943,13058-9189-6077-9945-6583-4135-3863-1762,3692-3063-2892-2943-2701-1363-772-603,1503-1339-1084-4596-1788-349-304-387,hard
13197-17765-36387-14820-139643-99418-50568-433475,22223-6274-37576-43344-24508-13441-4056-19991,43726-65144-30549-8652-8141-4189-2647-1495,91492-85967-47172-12724-4522-1985-3751-5115,5158-6781-5664-3466-6270-1277-943-1134,9189-6077-9945-6583-4135-3863-1762-2067,3063-2892-2943-2701-1363-772-603-534,1339-1084-4596-1788-349-304-387-707,hard
17765-36387-14820-139643-99418-50568-433475-46545,6274-37576-43344-24508-13441-4056-19991-21091,65144-30549-8652-8141-4189-2647-1495-875,85967-47172-12724-4522-1985-3751-5115-1762,6781-5664-3466-6270-1277-943-1134-2935,6077-9945-6583-4135-3863-1762-2067-1285,2892-2943-2701-1363-772-603-534-170,1084-4596-1788-349-304-387-707-81,hard
36387-14820-139643-99418-50568-433475-46545-12450,37576-43344-24508-13441-4056-19991-21091-18651,30549-8652-8141-4189-2647-1495-875-7067,47172-12724-4522-1985-3751-5115-1762-8597,5664-3466-6270-1277-943-1134-2935-14593,9945-6583-4135-3863-1762-2067-1285-13884,2943-2701-1363-772-603-534-170-4725,4596-1788-349-304-387-707-81-2445,hard
14820-139643-99418-50568-433475-46545-12450-216874,43344-24508-13441-4056-19991-21091-18651-24546,8652-8141-4189-2647-1495-875-7067-1075,12724-4522-1985-3751-5115-1762-8597-2811,3466-6270-1277-943-1134-2935-14593-1199,6583-4135-3863-1762-2067-1285-13884-304,2701-1363-772-603-534-170-4725-375,1788-349-304-387-707-81-2445-279,hard
139643-99418-50568-433475-46545-12450-216874-312280,24508-13441-4056-19991-21091-18651-24546-29448,8141-4189-2647-1495-875-7067-1075-46117,4522-1985-3751-5115-1762-8597-2811-87774,6270-1277-943-1134-2935-14593-1199-11819,4135-3863-1762-2067-1285-13884-304-16001,1363-772-603-534-170-4725-375-2632,349-304-387-707-81-2445-279-1966,hard
99418-50568-433475-46545-12450-216874-312280-12348,13441-4056-19991-21091-18651-24546-29448-6250,4189-2647-1495-875-7067-1075-46117-6998,1985-3751-5115-1762-8597-2811-87774-16339,1277-943-1134-2935-14593-1199-11819-1435,3863-1762-2067-1285-13884-304-16001-2073,772-603-534-170-4725-375-2632-592,304-387-707-81-2445-279-1966-716,hard
50568-433475-46545-12450-216874-312280-12348-63090,4056-19991-21091-18651-24546-29448-6250-32564,2647-1495-875-7067-1075-46117-6998-82875,3751-5115-1762-8597-2811-87774-16339-105776,943-1134-2935-14593-1199-11819-1435-8382,1762-2067-1285-13884-304-16001-2073-12373,603-534-170-4725-375-2632-592-2129,387-707-81-2445-279-1966-716-2241,hard
433475-46545-12450-216874-312280-12348-63090-22932,19991-21091-18651-24546-29448-6250-32564-28444,1495-875-7067-1075-46117-6998-82875-28167,5115-1762-8597-2811-87774-16339-105776-36265,1134-2935-14593-1199-11819-1435-8382-10874,2067-1285-13884-304-16001-2073-12373-16228,534-170-4725-375-2632-592-2129-2786,707-81-2445-279-1966-716-2241-1010,hard
46545-12450-216874-312280-12348-63090-22932-859899,21091-18651-24546-29448-6250-32564-28444-66241,875-7067-1075-46117-6998-82875-28167-32410,1762-8597-2811-87774-16339-105776-36265-12133,2935-14593-1199-11819-1435-8382-10874-2483,1285-13884-304-16001-2073-12373-16228-2914,170-4725-375-2632-592-2129-2786-1548,81-2445-279-1966-716-2241-1010-581,hard
12450-216874-312280-12348-63090-22932-859899-489239,18651-24546-29448-6250-32564-28444-66241-56876,7067-1075-46117-6998-82875-28167-32410-30481,8597-2811-87774-16339-105776-36265-12133-30980,14593-1199-11819-1435-8382-10874-2483-12214,13884-304-16001-2073-12373-16228-2914-7313,4725-375-2632-592-2129-2786-1548-1242,2445-279-1966-716-2241-1010-581-3658,hard
216874-312280-12348-63090-22932-859899-489239-9809,24546-29448-6250-32564-28444-66241-56876-33070,1075-46117-6998-82875-28167-32410-30481-56386,2811-87774-16339-105776-36265-12133-30980-243959,1199-11819-1435-8382-10874-2483-12214-10627,304-16001-2073-12373-16228-2914-7313-20398,375-2632-592-2129-2786-1548-1242-2457,279-1966-716-2241-1010-581-3658-1955,hard
312280-12348-63090-22932-859899-489239-9809-7580,29448-6250-32564-28444-66241-56876-33070-16927,46117-6998-82875-28167-32410-30481-56386-58318,87774-16339-105776-36265-12133-30980-243959-128143,11819-1435-8382-10874-2483-12214-10627-9147,16001-2073-12373-16228-2914-7313-20398-8555,2632-592-2129-2786-1548-1242-2457-4857,1966-716-2241-1010-581-3658-1955-4349,hard
12348-63090-22932-859899-489239-9809-7580-109350,6250-32564-28444-66241-56876-33070-16927-19083,6998-82875-28167-32410-30481-56386-58318-8896,16339-105776-36265-12133-30980-243959-128143-31500,1435-8382-10874-2483-12214-10627-9147-2028,2073-12373-16228-2914-7313-20398-8555-2413,592-2129-2786-1548-1242-2457-4857-1064,716-2241-1010-581-3658-1955-4349-407,easy
63090-22932-859899-489239-9809-7580-109350-50145,32564-28444-66241-56876-33070-16927-19083-11210,82875-28167-32410-30481-56386-58318-8896-42133,105776-36265-12133-30980-243959-128143-31500-27805,8382-10874-2483-12214-10627-9147-2028-7822,12373-16228-2914-7313-20398-8555-2413-7791,2129-2786-1548-1242-2457-4857-1064-3466,2241-1010-581-3658-1955-4349-407-1067,easy
22932-859899-489239-9809-7580-109350-50145-15585,28444-66241-56876-33070-16927-19083-11210-7164,28167-32410-30481-56386-58318-8896-42133-29630,36265-12133-30980-243959-128143-31500-27805-63823,10874-2483-12214-10627-9147-2028-7822-3291,16228-2914-7313-20398-8555-2413-7791-10841,2786-1548-1242-2457-4857-1064-3466-3203,1010-581-3658-1955-4349-407-1067-2701,easy
859899-489239-9809-7580-109350-50145-15585-10361,66241-56876-33070-16927-19083-11210-7164-8521,32410-30481-56386-58318-8896-42133-29630-74744,12133-30980-243959-128143-31500-27805-63823-165613,2483-12214-10627-9147-2028-7822-3291-5699,2914-7313-20398-8555-2413-7791-10841-10479,1548-1242-2457-4857-1064-3466-3203-1993,581-3658-1955-4349-407-1067-2701-2468,easy
489239-9809-7580-109350-50145-15585-10361-25179,56876-33070-16927-19083-11210-7164-8521-20808,30481-56386-58318-8896-42133-29630-74744-48702,30980-243959-128143-31500-27805-63823-165613-126046,12214-10627-9147-2028-7822-3291-5699-8574,7313-20398-8555-2413-7791-10841-10479-12811,1242-2457-4857-1064-3466-3203-1993-3128,3658-1955-4349-407-1067-2701-2468-1871,easy
9809-7580-109350-50145-15585-10361-25179-61344,33070-16927-19083-11210-7164-8521-20808-32742,56386-58318-8896-42133-29630-74744-48702-13714,243959-128143-31500-27805-63823-165613-126046-87455,10627-9147-2028-7822-3291-5699-8574-18321,20398-8555-2413-7791-10841-10479-12811-10394,2457-4857-1064-3466-3203-1993-3128-3211,1955-4349-407-1067-2701-2468-1871-1520,easy
7580-109350-50145-15585-10361-25179-61344-8453,16927-19083-11210-7164-8521-20808-32742-19640,58318-8896-42133-29630-74744-48702-13714-21212,128143-31500-27805-63823-165613-126046-87455-22427,9147-2028-7822-3291-5699-8574-18321-2998,8555-2413-7791-10841-10479-12811-10394-17673,4857-1064-3466-3203-1993-3128-3211-3274,4349-407-1067-2701-2468-1871-1520-3721,easy
109350-50145-15585-10361-25179-61344-8453-10260,19083-11210-7164-8521-20808-32742-19640-21908,8896-42133-29630-74744-48702-13714-21212-68417,31500-27805-63823-165613-126046-87455-22427-75980,2028-7822-3291-5699-8574-18321-2998-6417,2413-7791-10841-10479-12811-10394-17673-14349,1064-3466-3203-1993-3128-3211-3274-2203,407-1067-2701-2468-1871-1520-3721-1911,easy
50145-15585-10361-25179-61344-8453-10260-2177,11210-7164-8521-20808-32742-19640-21908-12831,42133-29630-74744-48702-13714-21212-68417-39759,27805-63823-165613-126046-87455-22427-75980-209832,7822-3291-5699-8574-18321-2998-6417-10592,7791-10841-10479-12811-10394-17673-14349-3938,3466-3203-1993-3128-3211-3274-2203-4767,1067-2701-2468-1871-1520-3721-1911-2727,easy
15585-10361-25179-61344-8453-10260-2177-4067,7164-8521-20808-32742-19640-21908-12831-11786,29630-74744-48702-13714-21212-68417-39759-61197,63823-165613-126046-87455-22427-75980-209832-202931,3291-5699-8574-18321-2998-6417-10592-15074,10841-10479-12811-10394-17673-14349-3938-7854,3203-1993-3128-3211-3274-2203-4767-4837,2701-2468-1871-1520-3721-1911-2727-996,easy
10361-25179-61344-8453-10260-2177-4067-13537,8521-20808-32742-19640-21908-12831-11786-17842,74744-48702-13714-21212-68417-39759-61197-48712,165613-126046-87455-22427-75980-209832-202931-36456,5699-8574-18321-2998-6417-10592-15074-9798,10479-12811-10394-17673-14349-3938-7854-8180,1993-3128-3211-3274-2203-4767-4837-3588,2468-1871-1520-3721-1911-2727-996-1917,easy
25179-61344-8453-10260-2177-4067-13537-4953,20808-32742-19640-21908-12831-11786-17842-23374,48702-13714-21212-68417-39759-61197-48712-7643,126046-87455-22427-75980-209832-202931-36456-17535,8574-18321-2998-6417-10592-15074-9798-7288,12811-10394-17673-14349-3938-7854-8180-12415,3128-3211-3274-2203-4767-4837-3588-3159,1871-1520-3721-1911-2727-996-1917-1981,easy
61344-8453-10260-2177-4067-13537-4953-46302,32742-19640-21908-12831-11786-17842-23374-39426,13714-21212-68417-39759-61197-48712-7643-9191,87455-22427-75980-209832-202931-36456-17535-144066,18321-2998-6417-10592-15074-9798-7288-9197,10394-17673-14349-3938-7854-8180-12415-20067,3211-3274-2203-4767-4837-3588-3159-2287,1520-3721-1911-2727-996-1917-1981-1820,easy
8453-10260-2177-4067-13537-4953-46302-59459,19640-21908-12831-11786-17842-23374-39426-33633,21212-68417-39759-61197-48712-7643-9191-43207,22427-75980-209832-202931-36456-17535-144066-51883,2998-6417-10592-15074-9798-7288-9197-4821,17673-14349-3938-7854-8180-12415-20067-11247,3274-2203-4767-4837-3588-3159-2287-1564,3721-1911-2727-996-1917-1981-1820-2379,easy
10260-2177-4067-13537-4953-46302-59459-5419,21908-12831-11786-17842-23374-39426-33633-6041,68417-39759-61197-48712-7643-9191-43207-19616,75980-209832-202931-36456-17535-144066-51883-121590,6417-10592-15074-9798-7288-9197-4821-10539,14349-3938-7854-8180-12415-20067-11247-8916,2203-4767-4837-3588-3159-2287-1564-3406,1911-2727-996-1917-1981-1820-2379-1519,easy
2177-4067-13537-4953-46302-59459-5419-13378,12831-11786-17842-23374-39426-33633-6041-12269,39759-61197-48712-7643-9191-43207-19616-8914,209832-202931-36456-17535-144066-51883-121590-130164,10592-15074-9798-7288-9197-4821-10539-13604,3938-7854-8180-12415-20067-11247-8916-4701,4767-4837-3588-3159-2287-1564-3406-1752,2727-996-1917-1981-1820-2379-1519-3833,easy
4067-13537-4953-46302-59459-5419-13378-10120,11786-17842-23374-39426-33633-6041-12269-12427,61197-48712-7643-9191-43207-19616-8914-26077,202931-36456-17535-144066-51883-121590-130164-34216,15074-9798-7288-9197-4821-10539-13604-8295,7854-8180-12415-20067-11247-8916-4701-14004,4837-3588-3159-2287-1564-3406-1752-1528,996-1917-1981-1820-2379-1519-3833-2907,hard
13537-4953-46302-59459-5419-13378-10120-41449,17842-23374-39426-33633-6041-12269-12427-16897,48712-7643-9191-43207-19616-8914-26077-5676,36456-17535-144066-51883-121590-130164-34216-64497,9798-7288-9197-4821-10539-13604-8295-2215,8180-12415-20067-11247-8916-4701-14004-8272,3588-3159-2287-1564-3406-1752-1528-2792,1917-1981-1820-2379-1519-3833-2907-2743,hard
4953-46302-59459-5419-13378-10120-41449-46024,23374-39426-33633-6041-12269-12427-16897-32706,7643-9191-43207-19616-8914-26077-5676-18133,17535-144066-51883-121590-130164-34216-64497-60098,7288-9197-4821-10539-13604-8295-2215-9928,12415-20067-11247-8916-4701-14004-8272-27165,3159-2287-1564-3406-1752-1528-2792-6634,1981-1820-2379-1519-3833-2907-2743-3246,easy
