delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
66659-241194-31762-32205-141475-118459-523832-1697925,10956-40865-45446-20498-3838-10894-94288-686330,3347-18234-3676-14734-5356-3763-25939-23124,1801-25844-7759-19176-2222-22432-14589-21858,4813-18999-5178-7942-728-7004-28599-19164,6826-29771-24276-16744-1338-3534-35293-17117,1011-19027-9909-23404-630-4285-22953-21746,1312-9108-3917-12674-574-2848-5472-7340,easy
241194-31762-32205-141475-118459-523832-1697925-81819,40865-45446-20498-3838-10894-94288-686330-14790,18234-3676-14734-5356-3763-25939-23124-3026,25844-7759-19176-2222-22432-14589-21858-3779,18999-5178-7942-728-7004-28599-19164-2939,29771-24276-16744-1338-3534-35293-17117-1878,19027-9909-23404-630-4285-22953-21746-1470,9108-3917-12674-574-2848-5472-7340-755,easy
69199-662449-179929-1420408-1167570-473370-854739-1129685,23889-161495-21709-151747-349773-206446-20093-106931,3236-29780-10701-81816-113148-136633-8353-8579,16448-28968-12980-81400-46523-72241-5649-3362,9106-24701-2782-14854-28584-77548-2510-15041,13307-32138-5814-18385-33425-138809-4852-23801,3154-15981-3497-12571-24431-68281-1869-9790,2464-14385-7753-20150-19364-40923-1560-10766,hard
662449-179929-1420408-1167570-473370-854739-1129685-49913,161495-21709-151747-349773-206446-20093-106931-210715,29780-10701-81816-113148-136633-8353-8579-34536,28968-12980-81400-46523-72241-5649-3362-41707,24701-2782-14854-28584-77548-2510-15041-36758,32138-5814-18385-33425-138809-4852-23801-22781,15981-3497-12571-24431-68281-1869-9790-19123,14385-7753-20150-19364-40923-1560-10766-24005,easy
179929-1420408-1167570-473370-854739-1129685-49913-1174263,21709-151747-349773-206446-20093-106931-210715-113024,10701-81816-113148-136633-8353-8579-34536-9021,12980-81400-46523-72241-5649-3362-41707-19102,2782-14854-28584-77548-2510-15041-36758-33418,5814-18385-33425-138809-4852-23801-22781-37045,3497-12571-24431-68281-1869-9790-19123-54781,7753-20150-19364-40923-1560-10766-24005-26377,easy
1420408-1167570-473370-854739-1129685-49913-1174263-200861,151747-349773-206446-20093-106931-210715-113024-17087,81816-113148-136633-8353-8579-34536-9021-8480,81400-46523-72241-5649-3362-41707-19102-3346,14854-28584-77548-2510-15041-36758-33418-2273,18385-33425-138809-4852-23801-22781-37045-15098,12571-24431-68281-1869-9790-19123-54781-14179,20150-19364-40923-1560-10766-24005-26377-4199,easy
1167570-473370-854739-1129685-49913-1174263-200861-130197,349773-206446-20093-106931-210715-113024-17087-27731,113148-136633-8353-8579-34536-9021-8480-10979,46523-72241-5649-3362-41707-19102-3346-10139,28584-77548-2510-15041-36758-33418-2273-4388,33425-138809-4852-23801-22781-37045-15098-5295,24431-68281-1869-9790-19123-54781-14179-3278,19364-40923-1560-10766-24005-26377-4199-8351,easy
473370-854739-1129685-49913-1174263-200861-130197-440511,206446-20093-106931-210715-113024-17087-27731-161192,136633-8353-8579-34536-9021-8480-10979-47619,72241-5649-3362-41707-19102-3346-10139-56869,77548-2510-15041-36758-33418-2273-4388-32879,138809-4852-23801-22781-37045-15098-5295-64298,68281-1869-9790-19123-54781-14179-3278-55144,40923-1560-10766-24005-26377-4199-8351-30365,easy
854739-1129685-49913-1174263-200861-130197-440511-630203,20093-106931-210715-113024-17087-27731-161192-336663,8353-8579-34536-9021-8480-10979-47619-43074,5649-3362-41707-19102-3346-10139-56869-31219,2510-15041-36758-33418-2273-4388-32879-12617,4852-23801-22781-37045-15098-5295-64298-46546,1869-9790-19123-54781-14179-3278-55144-44280,1560-10766-24005-26377-4199-8351-30365-13262,easy
1129685-49913-1174263-200861-130197-440511-630203-846152,106931-210715-113024-17087-27731-161192-336663-91511,8579-34536-9021-8480-10979-47619-43074-20355,3362-41707-19102-3346-10139-56869-31219-16230,15041-36758-33418-2273-4388-32879-12617-29281,23801-22781-37045-15098-5295-64298-46546-26613,9790-19123-54781-14179-3278-55144-44280-4530,10766-24005-26377-4199-8351-30365-13262-5742,easy
49913-1174263-200861-130197-440511-630203-846152-1094259,210715-113024-17087-27731-161192-336663-91511-97284,34536-9021-8480-10979-47619-43074-20355-19727,41707-19102-3346-10139-56869-31219-16230-43419,36758-33418-2273-4388-32879-12617-29281-5390,22781-37045-15098-5295-64298-46546-26613-11222,19123-54781-14179-3278-55144-44280-4530-8540,24005-26377-4199-8351-30365-13262-5742-2473,easy
1174263-200861-130197-440511-630203-846152-1094259-437937,113024-17087-27731-161192-336663-91511-97284-11998,9021-8480-10979-47619-43074-20355-19727-1988,19102-3346-10139-56869-31219-16230-43419-4850,33418-2273-4388-32879-12617-29281-5390-4435,37045-15098-5295-64298-46546-26613-11222-1037,54781-14179-3278-55144-44280-4530-8540-1081,26377-4199-8351-30365-13262-5742-2473-421,easy
200861-130197-440511-630203-846152-1094259-437937-1119269,17087-27731-161192-336663-91511-97284-11998-160764,8480-10979-47619-43074-20355-19727-1988-27815,3346-10139-56869-31219-16230-43419-4850-5335,2273-4388-32879-12617-29281-5390-4435-35646,15098-5295-64298-46546-26613-11222-1037-35718,14179-3278-55144-44280-4530-8540-1081-14610,4199-8351-30365-13262-5742-2473-421-12050,easy
130197-440511-630203-846152-1094259-437937-1119269-389346,27731-161192-336663-91511-97284-11998-160764-30241,10979-47619-43074-20355-19727-1988-27815-22769,10139-56869-31219-16230-43419-4850-5335-57749,4388-32879-12617-29281-5390-4435-35646-9932,5295-64298-46546-26613-11222-1037-35718-27870,3278-55144-44280-4530-8540-1081-14610-16092,8351-30365-13262-5742-2473-421-12050-52116,easy
440511-630203-846152-1094259-437937-1119269-389346-445949,161192-336663-91511-97284-11998-160764-30241-1254064,47619-43074-20355-19727-1988-27815-22769-360083,56869-31219-16230-43419-4850-5335-57749-248063,32879-12617-29281-5390-4435-35646-9932-113672,64298-46546-26613-11222-1037-35718-27870-180175,55144-44280-4530-8540-1081-14610-16092-36295,30365-13262-5742-2473-421-12050-52116-30265,easy
630203-846152-1094259-437937-1119269-389346-445949-781407,336663-91511-97284-11998-160764-30241-1254064-213331,43074-20355-19727-1988-27815-22769-360083-44255,31219-16230-43419-4850-5335-57749-248063-16062,12617-29281-5390-4435-35646-9932-113672-45069,46546-26613-11222-1037-35718-27870-180175-79881,44280-4530-8540-1081-14610-16092-36295-44665,13262-5742-2473-421-12050-52116-30265-15006,hard
846152-1094259-437937-1119269-389346-445949-781407-782733,91511-97284-11998-160764-30241-1254064-213331-358305,20355-19727-1988-27815-22769-360083-44255-13480,16230-43419-4850-5335-57749-248063-16062-80540,29281-5390-4435-35646-9932-113672-45069-48536,26613-11222-1037-35718-27870-180175-79881-51948,4530-8540-1081-14610-16092-36295-44665-67206,5742-2473-421-12050-52116-30265-15006-29620,easy
1094259-437937-1119269-389346-445949-781407-782733-1206536,97284-11998-160764-30241-1254064-213331-358305-146206,19727-1988-27815-22769-360083-44255-13480-30660,43419-4850-5335-57749-248063-16062-80540-10693,5390-4435-35646-9932-113672-45069-48536-6390,11222-1037-35718-27870-180175-79881-51948-8090,8540-1081-14610-16092-36295-44665-67206-11698,2473-421-12050-52116-30265-15006-29620-4781,easy
437937-1119269-389346-445949-781407-782733-1206536-202052,11998-160764-30241-1254064-213331-358305-146206-31230,1988-27815-22769-360083-44255-13480-30660-22343,4850-5335-57749-248063-16062-80540-10693-5065,4435-35646-9932-113672-45069-48536-6390-6653,1037-35718-27870-180175-79881-51948-8090-22457,1081-14610-16092-36295-44665-67206-11698-9405,421-12050-52116-30265-15006-29620-4781-14227,easy
1119269-389346-445949-781407-782733-1206536-202052-27524,160764-30241-1254064-213331-358305-146206-31230-58677,27815-22769-360083-44255-13480-30660-22343-7131,5335-57749-248063-16062-80540-10693-5065-17968,35646-9932-113672-45069-48536-6390-6653-22541,35718-27870-180175-79881-51948-8090-22457-52032,14610-16092-36295-44665-67206-11698-9405-18416,12050-52116-30265-15006-29620-4781-14227-14160,easy
389346-445949-781407-782733-1206536-202052-27524-861113,30241-1254064-213331-358305-146206-31230-58677-131742,22769-360083-44255-13480-30660-22343-7131-17243,57749-248063-16062-80540-10693-5065-17968-22686,9932-113672-45069-48536-6390-6653-22541-6873,27870-180175-79881-51948-8090-22457-52032-35549,16092-36295-44665-67206-11698-9405-18416-27826,52116-30265-15006-29620-4781-14227-14160-9973,easy
445949-781407-782733-1206536-202052-27524-861113-270562,1254064-213331-358305-146206-31230-58677-131742-26055,360083-44255-13480-30660-22343-7131-17243-16351,248063-16062-80540-10693-5065-17968-22686-39119,113672-45069-48536-6390-6653-22541-6873-26504,180175-79881-51948-8090-22457-52032-35549-54267,36295-44665-67206-11698-9405-18416-27826-27495,30265-15006-29620-4781-14227-14160-9973-15061,easy
781407-782733-1206536-202052-27524-861113-270562-84371,213331-358305-146206-31230-58677-131742-26055-69295,44255-13480-30660-22343-7131-17243-16351-9177,16062-80540-10693-5065-17968-22686-39119-10943,45069-48536-6390-6653-22541-6873-26504-6630,79881-51948-8090-22457-52032-35549-54267-10361,44665-67206-11698-9405-18416-27826-27495-6215,15006-29620-4781-14227-14160-9973-15061-3379,easy
782733-1206536-202052-27524-861113-270562-84371-65443,358305-146206-31230-58677-131742-26055-69295-8691,13480-30660-22343-7131-17243-16351-9177-10661,80540-10693-5065-17968-22686-39119-10943-51551,48536-6390-6653-22541-6873-26504-6630-30463,51948-8090-22457-52032-35549-54267-10361-32712,67206-11698-9405-18416-27826-27495-6215-18492,29620-4781-14227-14160-9973-15061-3379-12341,easy
1206536-202052-27524-861113-270562-84371-65443-440878,146206-31230-58677-131742-26055-69295-8691-74853,30660-22343-7131-17243-16351-9177-10661-13757,10693-5065-17968-22686-39119-10943-51551-11424,6390-6653-22541-6873-26504-6630-30463-35688,8090-22457-52032-35549-54267-10361-32712-52322,11698-9405-18416-27826-27495-6215-18492-27272,4781-14227-14160-9973-15061-3379-12341-16054,easy
202052-27524-861113-270562-84371-65443-440878-976843,31230-58677-131742-26055-69295-8691-74853-14151,22343-7131-17243-16351-9177-10661-13757-22861,5065-17968-22686-39119-10943-51551-11424-7557,6653-22541-6873-26504-6630-30463-35688-2689,22457-52032-35549-54267-10361-32712-52322-6903,9405-18416-27826-27495-6215-18492-27272-4395,14227-14160-9973-15061-3379-12341-16054-6334,hard
27524-861113-270562-84371-65443-440878-976843-238925,58677-131742-26055-69295-8691-74853-14151-75000,7131-17243-16351-9177-10661-13757-22861-10864,17968-22686-39119-10943-51551-11424-7557-8125,22541-6873-26504-6630-30463-35688-2689-3693,52032-35549-54267-10361-32712-52322-6903-13036,18416-27826-27495-6215-18492-27272-4395-4933,14160-9973-15061-3379-12341-16054-6334-3323,easy
861113-270562-84371-65443-440878-976843-238925-1082919,131742-26055-69295-8691-74853-14151-75000-326415,17243-16351-9177-10661-13757-22861-10864-72528,22686-39119-10943-51551-11424-7557-8125-38865,6873-26504-6630-30463-35688-2689-3693-12233,35549-54267-10361-32712-52322-6903-13036-48624,27826-27495-6215-18492-27272-4395-4933-22648,9973-15061-3379-12341-16054-6334-3323-16548,easy
270562-84371-65443-440878-976843-238925-1082919-1446773,26055-69295-8691-74853-14151-75000-326415-111073,16351-9177-10661-13757-22861-10864-72528-30570,39119-10943-51551-11424-7557-8125-38865-44730,26504-6630-30463-35688-2689-3693-12233-34432,54267-10361-32712-52322-6903-13036-48624-47285,27495-6215-18492-27272-4395-4933-22648-21741,15061-3379-12341-16054-6334-3323-16548-7610,easy
84371-65443-440878-976843-238925-1082919-1446773-332206,69295-8691-74853-14151-75000-326415-111073-192854,9177-10661-13757-22861-10864-72528-30570-78097,10943-51551-11424-7557-8125-38865-44730-8694,6630-30463-35688-2689-3693-12233-34432-26678,10361-32712-52322-6903-13036-48624-47285-55971,6215-18492-27272-4395-4933-22648-21741-28313,3379-12341-16054-6334-3323-16548-7610-63150,easy
65443-440878-976843-238925-1082919-1446773-332206-20003,8691-74853-14151-75000-326415-111073-192854-11729,10661-13757-22861-10864-72528-30570-78097-13675,51551-11424-7557-8125-38865-44730-8694-85358,30463-35688-2689-3693-12233-34432-26678-12111,32712-52322-6903-13036-48624-47285-55971-59808,18492-27272-4395-4933-22648-21741-28313-16065,12341-16054-6334-3323-16548-7610-63150-15383,easy
440878-976843-238925-1082919-1446773-332206-20003-352069,74853-14151-75000-326415-111073-192854-11729-190401,13757-22861-10864-72528-30570-78097-13675-41731,11424-7557-8125-38865-44730-8694-85358-28496,35688-2689-3693-12233-34432-26678-12111-33330,52322-6903-13036-48624-47285-55971-59808-35009,27272-4395-4933-22648-21741-28313-16065-42779,16054-6334-3323-16548-7610-63150-15383-22152,easy
976843-238925-1082919-1446773-332206-20003-352069-896077,14151-75000-326415-111073-192854-11729-190401-130962,22861-10864-72528-30570-78097-13675-41731-44483,7557-8125-38865-44730-8694-85358-28496-38715,2689-3693-12233-34432-26678-12111-33330-12766,6903-13036-48624-47285-55971-59808-35009-31787,4395-4933-22648-21741-28313-16065-42779-10787,6334-3323-16548-7610-63150-15383-22152-13847,easy
238925-1082919-1446773-332206-20003-352069-896077-353433,75000-326415-111073-192854-11729-190401-130962-242616,10864-72528-30570-78097-13675-41731-44483-15726,8125-38865-44730-8694-85358-28496-38715-74785,3693-12233-34432-26678-12111-33330-12766-25442,13036-48624-47285-55971-59808-35009-31787-36531,4933-22648-21741-28313-16065-42779-10787-20631,3323-16548-7610-63150-15383-22152-13847-15385,easy
1082919-1446773-332206-20003-352069-896077-353433-20344,326415-111073-192854-11729-190401-130962-242616-34903,72528-30570-78097-13675-41731-44483-15726-5666,38865-44730-8694-85358-28496-38715-74785-32772,12233-34432-26678-12111-33330-12766-25442-9456,48624-47285-55971-59808-35009-31787-36531-53311,22648-21741-28313-16065-42779-10787-20631-8989,16548-7610-63150-15383-22152-13847-15385-9685,easy
1446773-332206-20003-352069-896077-353433-20344-191300,111073-192854-11729-190401-130962-242616-34903-49234,30570-78097-13675-41731-44483-15726-5666-1421,44730-8694-85358-28496-38715-74785-32772-1159,34432-26678-12111-33330-12766-25442-9456-315,47285-55971-59808-35009-31787-36531-53311-3120,21741-28313-16065-42779-10787-20631-8989-1474,7610-63150-15383-22152-13847-15385-9685-1283,easy
332206-20003-352069-896077-353433-20344-191300-314963,192854-11729-190401-130962-242616-34903-49234-42109,78097-13675-41731-44483-15726-5666-1421-8107,8694-85358-28496-38715-74785-32772-1159-3851,26678-12111-33330-12766-25442-9456-315-2704,55971-59808-35009-31787-36531-53311-3120-8595,28313-16065-42779-10787-20631-8989-1474-6424,63150-15383-22152-13847-15385-9685-1283-6558,easy
20003-352069-896077-353433-20344-191300-314963-48626,11729-190401-130962-242616-34903-49234-42109-76792,13675-41731-44483-15726-5666-1421-8107-21486,85358-28496-38715-74785-32772-1159-3851-34083,12111-33330-12766-25442-9456-315-2704-21893,59808-35009-31787-36531-53311-3120-8595-72741,16065-42779-10787-20631-8989-1474-6424-16946,15383-22152-13847-15385-9685-1283-6558-10351,easy
352069-896077-353433-20344-191300-314963-48626-690177,190401-130962-242616-34903-49234-42109-76792-73043,41731-44483-15726-5666-1421-8107-21486-20698,28496-38715-74785-32772-1159-3851-34083-25551,33330-12766-25442-9456-315-2704-21893-18089,35009-31787-36531-53311-3120-8595-72741-39797,42779-10787-20631-8989-1474-6424-16946-22627,22152-13847-15385-9685-1283-6558-10351-5988,easy
896077-353433-20344-191300-314963-48626-690177-970972,130962-242616-34903-49234-42109-76792-73043-121816,44483-15726-5666-1421-8107-21486-20698-16407,38715-74785-32772-1159-3851-34083-25551-36309,12766-25442-9456-315-2704-21893-18089-20219,31787-36531-53311-3120-8595-72741-39797-40699,10787-20631-8989-1474-6424-16946-22627-18997,13847-15385-9685-1283-6558-10351-5988-16354,easy
353433-20344-191300-314963-48626-690177-970972-133131,242616-34903-49234-42109-76792-73043-121816-27356,15726-5666-1421-8107-21486-20698-16407-7595,74785-32772-1159-3851-34083-25551-36309-5837,25442-9456-315-2704-21893-18089-20219-35817,36531-53311-3120-8595-72741-39797-40699-31608,20631-8989-1474-6424-16946-22627-18997-11225,15385-9685-1283-6558-10351-5988-16354-18633,easy
20344-191300-314963-48626-690177-970972-133131-2711262,34903-49234-42109-76792-73043-121816-27356-68624,5666-1421-8107-21486-20698-16407-7595-14806,32772-1159-3851-34083-25551-36309-5837-69632,9456-315-2704-21893-18089-20219-35817-54026,53311-3120-8595-72741-39797-40699-31608-46368,8989-1474-6424-16946-22627-18997-11225-19357,9685-1283-6558-10351-5988-16354-18633-12198,easy
191300-314963-48626-690177-970972-133131-2711262-43984,49234-42109-76792-73043-121816-27356-68624-34061,1421-8107-21486-20698-16407-7595-14806-8425,1159-3851-34083-25551-36309-5837-69632-6426,315-2704-21893-18089-20219-35817-54026-24080,3120-8595-72741-39797-40699-31608-46368-24832,1474-6424-16946-22627-18997-11225-19357-19061,1283-6558-10351-5988-16354-18633-12198-19393,easy
314963-48626-690177-970972-133131-2711262-43984-278976,42109-76792-73043-121816-27356-68624-34061-88535,8107-21486-20698-16407-7595-14806-8425-35284,3851-34083-25551-36309-5837-69632-6426-45256,2704-21893-18089-20219-35817-54026-24080-10657,8595-72741-39797-40699-31608-46368-24832-37113,6424-16946-22627-18997-11225-19357-19061-62127,6558-10351-5988-16354-18633-12198-19393-15711,easy
48626-690177-970972-133131-2711262-43984-278976-142065,76792-73043-121816-27356-68624-34061-88535-243869,21486-20698-16407-7595-14806-8425-35284-87304,34083-25551-36309-5837-69632-6426-45256-30304,21893-18089-20219-35817-54026-24080-10657-14800,72741-39797-40699-31608-46368-24832-37113-46383,16946-22627-18997-11225-19357-19061-62127-18090,10351-5988-16354-18633-12198-19393-15711-39335,easy
690177-970972-133131-2711262-43984-278976-142065-335073,73043-121816-27356-68624-34061-88535-243869-36300,20698-16407-7595-14806-8425-35284-87304-2537,25551-36309-5837-69632-6426-45256-30304-4060,18089-20219-35817-54026-24080-10657-14800-4677,39797-40699-31608-46368-24832-37113-46383-12103,22627-18997-11225-19357-19061-62127-18090-3071,5988-16354-18633-12198-19393-15711-39335-4326,easy
970972-133131-2711262-43984-278976-142065-335073-90027,121816-27356-68624-34061-88535-243869-36300-41202,16407-7595-14806-8425-35284-87304-2537-3660,36309-5837-69632-6426-45256-30304-4060-2707,20219-35817-54026-24080-10657-14800-4677-4224,40699-31608-46368-24832-37113-46383-12103-3352,18997-11225-19357-19061-62127-18090-3071-1545,16354-18633-12198-19393-15711-39335-4326-1320,easy
133131-2711262-43984-278976-142065-335073-90027-1616648,27356-68624-34061-88535-243869-36300-41202-233235,7595-14806-8425-35284-87304-2537-3660-49123,5837-69632-6426-45256-30304-4060-2707-18387,35817-54026-24080-10657-14800-4677-4224-30373,31608-46368-24832-37113-46383-12103-3352-64229,11225-19357-19061-62127-18090-3071-1545-34019,18633-12198-19393-15711-39335-4326-1320-26605,hard
2711262-43984-278976-142065-335073-90027-1616648-1250966,68624-34061-88535-243869-36300-41202-233235-732237,14806-8425-35284-87304-2537-3660-49123-64383,69632-6426-45256-30304-4060-2707-18387-48596,54026-24080-10657-14800-4677-4224-30373-95893,46368-24832-37113-46383-12103-3352-64229-54817,19357-19061-62127-18090-3071-1545-34019-26960,12198-19393-15711-39335-4326-1320-26605-12175,easy
43984-278976-142065-335073-90027-1616648-1250966-279809,34061-88535-243869-36300-41202-233235-732237-197664,8425-35284-87304-2537-3660-49123-64383-14014,6426-45256-30304-4060-2707-18387-48596-39626,24080-10657-14800-4677-4224-30373-95893-38691,24832-37113-46383-12103-3352-64229-54817-23367,19061-62127-18090-3071-1545-34019-26960-24317,19393-15711-39335-4326-1320-26605-12175-21644,easy
278976-142065-335073-90027-1616648-1250966-279809-157162,88535-243869-36300-41202-233235-732237-197664-19970,35284-87304-2537-3660-49123-64383-14014-13267,45256-30304-4060-2707-18387-48596-39626-3445,10657-14800-4677-4224-30373-95893-38691-11057,37113-46383-12103-3352-64229-54817-23367-13955,62127-18090-3071-1545-34019-26960-24317-5358,15711-39335-4326-1320-26605-12175-21644-3783,easy
142065-335073-90027-1616648-1250966-279809-157162-430953,243869-36300-41202-233235-732237-197664-19970-61037,87304-2537-3660-49123-64383-14014-13267-51560,30304-4060-2707-18387-48596-39626-3445-16805,14800-4677-4224-30373-95893-38691-11057-10593,46383-12103-3352-64229-54817-23367-13955-26090,18090-3071-1545-34019-26960-24317-5358-24895,39335-4326-1320-26605-12175-21644-3783-12221,hard
335073-90027-1616648-1250966-279809-157162-430953-233882,36300-41202-233235-732237-197664-19970-61037-148030,2537-3660-49123-64383-14014-13267-51560-12798,4060-2707-18387-48596-39626-3445-16805-25838,4677-4224-30373-95893-38691-11057-10593-17601,12103-3352-64229-54817-23367-13955-26090-36024,3071-1545-34019-26960-24317-5358-24895-11713,4326-1320-26605-12175-21644-3783-12221-12188,easy
90027-1616648-1250966-279809-157162-430953-233882-1626873,41202-233235-732237-197664-19970-61037-148030-276007,3660-49123-64383-14014-13267-51560-12798-150374,2707-18387-48596-39626-3445-16805-25838-32582,4224-30373-95893-38691-11057-10593-17601-41335,3352-64229-54817-23367-13955-26090-36024-54117,1545-34019-26960-24317-5358-24895-11713-24383,1320-26605-12175-21644-3783-12221-12188-17369,easy
1616648-1250966-279809-157162-430953-233882-1626873-409625,233235-732237-197664-19970-61037-148030-276007-89541,49123-64383-14014-13267-51560-12798-150374-12466,18387-48596-39626-3445-16805-25838-32582-7229,30373-95893-38691-11057-10593-17601-41335-10179,64229-54817-23367-13955-26090-36024-54117-14788,34019-26960-24317-5358-24895-11713-24383-22712,26605-12175-21644-3783-12221-12188-17369-6494,easy
1250966-279809-157162-430953-233882-1626873-409625-317346,732237-197664-19970-61037-148030-276007-89541-108703,64383-14014-13267-51560-12798-150374-12466-22967,48596-39626-3445-16805-25838-32582-7229-45326,95893-38691-11057-10593-17601-41335-10179-25325,54817-23367-13955-26090-36024-54117-14788-24704,26960-24317-5358-24895-11713-24383-22712-28237,12175-21644-3783-12221-12188-17369-6494-9692,easy
279809-157162-430953-233882-1626873-409625-317346-710436,197664-19970-61037-148030-276007-89541-108703-949067,14014-13267-51560-12798-150374-12466-22967-119793,39626-3445-16805-25838-32582-7229-45326-34054,38691-11057-10593-17601-41335-10179-25325-92970,23367-13955-26090-36024-54117-14788-24704-54069,24317-5358-24895-11713-24383-22712-28237-12925,21644-3783-12221-12188-17369-6494-9692-11366,easy
157162-430953-233882-1626873-409625-317346-710436-19658,19970-61037-148030-276007-89541-108703-949067-31433,13267-51560-12798-150374-12466-22967-119793-10432,3445-16805-25838-32582-7229-45326-34054-12272,11057-10593-17601-41335-10179-25325-92970-34706,13955-26090-36024-54117-14788-24704-54069-12740,5358-24895-11713-24383-22712-28237-12925-20425,3783-12221-12188-17369-6494-9692-11366-11322,easy
430953-233882-1626873-409625-317346-710436-19658-6676,61037-148030-276007-89541-108703-949067-31433-10355,51560-12798-150374-12466-22967-119793-10432-3378,16805-25838-32582-7229-45326-34054-12272-29217,10593-17601-41335-10179-25325-92970-34706-20338,26090-36024-54117-14788-24704-54069-12740-29719,24895-11713-24383-22712-28237-12925-20425-26347,12221-12188-17369-6494-9692-11366-11322-8034,easy
233882-1626873-409625-317346-710436-19658-6676-1001277,148030-276007-89541-108703-949067-31433-10355-60151,12798-150374-12466-22967-119793-10432-3378-39155,25838-32582-7229-45326-34054-12272-29217-7741,17601-41335-10179-25325-92970-34706-20338-23351,36024-54117-14788-24704-54069-12740-29719-41528,11713-24383-22712-28237-12925-20425-26347-12918,12188-17369-6494-9692-11366-11322-8034-10246,easy
1626873-409625-317346-710436-19658-6676-1001277-816246,276007-89541-108703-949067-31433-10355-60151-46466,150374-12466-22967-119793-10432-3378-39155-3556,32582-7229-45326-34054-12272-29217-7741-8047,41335-10179-25325-92970-34706-20338-23351-4931,54117-14788-24704-54069-12740-29719-41528-8701,24383-22712-28237-12925-20425-26347-12918-3228,17369-6494-9692-11366-11322-8034-10246-4224,easy
409625-317346-710436-19658-6676-1001277-816246-43561,89541-108703-949067-31433-10355-60151-46466-62681,12466-22967-119793-10432-3378-39155-3556-31500,7229-45326-34054-12272-29217-7741-8047-21066,10179-25325-92970-34706-20338-23351-4931-31174,14788-24704-54069-12740-29719-41528-8701-29343,22712-28237-12925-20425-26347-12918-3228-21814,6494-9692-11366-11322-8034-10246-4224-6182,easy
317346-710436-19658-6676-1001277-816246-43561-122983,108703-949067-31433-10355-60151-46466-62681-8039,22967-119793-10432-3378-39155-3556-31500-3872,45326-34054-12272-29217-7741-8047-21066-6445,25325-92970-34706-20338-23351-4931-31174-3679,24704-54069-12740-29719-41528-8701-29343-9164,28237-12925-20425-26347-12918-3228-21814-2606,9692-11366-11322-8034-10246-4224-6182-3161,easy
710436-19658-6676-1001277-816246-43561-122983-2092392,949067-31433-10355-60151-46466-62681-8039-30398,119793-10432-3378-39155-3556-31500-3872-41405,34054-12272-29217-7741-8047-21066-6445-7637,92970-34706-20338-23351-4931-31174-3679-7255,54069-12740-29719-41528-8701-29343-9164-34725,12925-20425-26347-12918-3228-21814-2606-13331,11366-11322-8034-10246-4224-6182-3161-6806,easy
19658-6676-1001277-816246-43561-122983-2092392-11729,31433-10355-60151-46466-62681-8039-30398-6105,10432-3378-39155-3556-31500-3872-41405-4166,12272-29217-7741-8047-21066-6445-7637-3155,34706-20338-23351-4931-31174-3679-7255-11054,12740-29719-41528-8701-29343-9164-34725-50153,20425-26347-12918-3228-21814-2606-13331-13400,11322-8034-10246-4224-6182-3161-6806-6512,easy
6676-1001277-816246-43561-122983-2092392-11729-283021,10355-60151-46466-62681-8039-30398-6105-11805,3378-39155-3556-31500-3872-41405-4166-3977,29217-7741-8047-21066-6445-7637-3155-4512,20338-23351-4931-31174-3679-7255-11054-2504,29719-41528-8701-29343-9164-34725-50153-4310,26347-12918-3228-21814-2606-13331-13400-5110,8034-10246-4224-6182-3161-6806-6512-1520,easy
1001277-816246-43561-122983-2092392-11729-283021-103025,60151-46466-62681-8039-30398-6105-11805-45901,39155-3556-31500-3872-41405-4166-3977-1934,7741-8047-21066-6445-7637-3155-4512-6512,23351-4931-31174-3679-7255-11054-2504-2656,41528-8701-29343-9164-34725-50153-4310-5102,12918-3228-21814-2606-13331-13400-5110-2650,10246-4224-6182-3161-6806-6512-1520-3319,easy
816246-43561-122983-2092392-11729-283021-103025-134987,46466-62681-8039-30398-6105-11805-45901-13890,3556-31500-3872-41405-4166-3977-1934-12986,8047-21066-6445-7637-3155-4512-6512-11812,4931-31174-3679-7255-11054-2504-2656-1376,8701-29343-9164-34725-50153-4310-5102-10938,3228-21814-2606-13331-13400-5110-2650-4616,4224-6182-3161-6806-6512-1520-3319-3944,easy
43561-122983-2092392-11729-283021-103025-134987-56599,62681-8039-30398-6105-11805-45901-13890-7409,31500-3872-41405-4166-3977-1934-12986-3265,21066-6445-7637-3155-4512-6512-11812-12671,31174-3679-7255-11054-2504-2656-1376-31884,29343-9164-34725-50153-4310-5102-10938-47147,21814-2606-13331-13400-5110-2650-4616-5728,6182-3161-6806-6512-1520-3319-3944-7946,easy
122983-2092392-11729-283021-103025-134987-56599-240887,8039-30398-6105-11805-45901-13890-7409-58348,3872-41405-4166-3977-1934-12986-3265-64274,6445-7637-3155-4512-6512-11812-12671-15609,3679-7255-11054-2504-2656-1376-31884-23320,9164-34725-50153-4310-5102-10938-47147-23225,2606-13331-13400-5110-2650-4616-5728-34443,3161-6806-6512-1520-3319-3944-7946-11662,easy
2092392-11729-283021-103025-134987-56599-240887-8149,30398-6105-11805-45901-13890-7409-58348-22190,41405-4166-3977-1934-12986-3265-64274-2048,7637-3155-4512-6512-11812-12671-15609-7301,7255-11054-2504-2656-1376-31884-23320-5044,34725-50153-4310-5102-10938-47147-23225-37279,13331-13400-5110-2650-4616-5728-34443-19152,6806-6512-1520-3319-3944-7946-11662-21008,easy
