delta_c1,delta_c2,delta_c3,delta_c4,delta_c5,delta_c6,delta_c7,delta_c8,theta_c1,theta_c2,theta_c3,theta_c4,theta_c5,theta_c6,theta_c7,theta_c8,lowalpha_c1,lowalpha_c2,lowalpha_c3,lowalpha_c4,lowalpha_c5,lowalpha_c6,lowalpha_c7,lowalpha_c8,highalpha_c1,highalpha_c2,highalpha_c3,highalpha_c4,highalpha_c5,highalpha_c6,highalpha_c7,highalpha_c8,lowbeta_c1,lowbeta_c2,lowbeta_c3,lowbeta_c4,lowbeta_c5,lowbeta_c6,lowbeta_c7,lowbeta_c8,highbeta_c1,highbeta_c2,highbeta_c3,highbeta_c4,highbeta_c5,highbeta_c6,highbeta_c7,highbeta_c8,lowgamma_c1,lowgamma_c2,lowgamma_c3,lowgamma_c4,lowgamma_c5,lowgamma_c6,lowgamma_c7,lowgamma_c8,midgamma_c1,midgamma_c2,midgamma_c3,midgamma_c4,midgamma_c5,midgamma_c6,midgamma_c7,midgamma_c8,state,answer
227113.5582,-57253.4418,-433767.4418,-358007.4418,-455026.4418,-413648.4418,-478688.4418,-379669.4418,57430.912,27655.912,-101824.088,-51020.088,-72077.088,-73143.088,-103295.088,-96435.088,35967.84223,-10814.15777,-26400.15777,-16976.15777,-24083.15777,-14066.15777,-18730.15777,406.84223,15332.96799,12623.96799,-19290.03201,-14914.03201,363.96799,-17159.03201,-2628.03201,-16519.03201,10455.39866,-4404.60134,-10912.60134,-14310.60134,-11185.60134,-10397.60134,-6160.60134,-9988.60134,12240.27666,-2682.72334,-744.72334,-9261.72334,-2216.72334,-5369.72334,15190.27666,-10526.72334,3723.89165,-1097.10835,-2186.10835,-8781.10835,4735.89165,1189.89165,-7679.10835,-10863.10835,7341.873576,396.873576,-1406.126424,-6748.126424,1016.873576,-2215.126424,2540.873576,-6120.126424,difficult,no
-120535.4418,-463076.4418,-455849.4418,-30126.4418,-486206.4418,-464545.4418,-481508.4418,-445658.4418,30900.912,-102293.088,-71770.088,-91085.088,-106169.088,-82896.088,-81520.088,-72934.088,-17208.15777,-5897.15777,-24449.15777,-18978.15777,-21877.15777,-20575.15777,-20665.15777,-22189.15777,4226.96799,-9886.03201,-15006.03201,-6977.03201,3278.96799,-15349.03201,-11033.03201,-19363.03201,-2411.60134,1168.39866,-12295.60134,-11053.60134,-6822.60134,-9131.60134,-5246.60134,-11873.60134,23191.27666,23495.27666,-11896.72334,-9063.72334,8541.27666,-5548.72334,-8056.72334,-11058.72334,15718.89165,13736.89165,-9167.10835,-10554.10835,-7967.10835,-4623.10835,-353.10835,-11212.10835,2930.873576,6013.873576,-6144.126424,-6326.126424,-3325.126424,701.873576,-3035.126424,-4497.126424,easy,yes
-213094.4418,-106964.4418,154686.5582,300269.5582,-477862.4418,-473381.4418,-469470.4418,50507.5582,-93039.088,-90866.088,52886.912,-102249.088,-96465.088,-68720.088,-80112.088,2248.912,16034.84223,-15269.15777,-728.15777,-23929.15777,17446.84223,-14255.15777,-9358.15777,-18718.15777,15233.96799,-16134.03201,815.96799,-16830.03201,35552.96799,22510.96799,14698.96799,2452.96799,-5422.60134,-11848.60134,1554.39866,-11483.60134,-3198.60134,-4523.60134,-6872.60134,-1890.60134,-7905.72334,-10741.72334,625.27666,-6045.72334,-4010.72334,-4653.72334,-236.72334,6457.27666,-3163.10835,-9504.10835,-1520.10835,-9592.10835,-10905.10835,-7395.10835,-5331.10835,724.89165,-2959.126424,-6723.126424,-3460.126424,-7188.126424,-5285.126424,-7043.126424,-5577.126424,2970.873576,easy,yes
-458839.4418,394338.5582,-468142.4418,422495.5582,-297768.4418,-485459.4418,-484583.4418,-364888.4418,-74285.088,-44229.088,-92729.088,4768.912,-73288.088,-96968.088,-89914.088,-102907.088,-20244.15777,-22369.15777,-22059.15777,-18351.15777,-4399.15777,-941.15777,-25817.15777,-23546.15777,-16073.03201,2712.96799,-13331.03201,15795.96799,-8822.03201,7780.96799,6835.96799,-19766.03201,-8850.60134,23587.39866,-9020.60134,19584.39866,-5818.60134,-2005.60134,27331.39866,-9357.60134,4868.27666,3215.27666,-7871.72334,23116.27666,-861.72334,6090.27666,11468.27666,-7767.72334,-4741.10835,43170.89165,-4236.10835,7933.89165,-1493.10835,-7203.10835,-8833.10835,-10495.10835,-5945.126424,18242.87358,-5037.126424,1294.873576,3846.873576,-3124.126424,-4662.126424,-6156.126424,difficult,no
-438978.4418,-324179.4418,187406.5582,-393604.4418,-467231.4418,-485893.4418,-479339.4418,-414079.4418,-75103.088,-100778.088,-26621.088,-90529.088,-79554.088,-78546.088,-89761.088,-75431.088,-14050.15777,-22844.15777,-22488.15777,-22212.15777,18984.84223,-11441.15777,-1107.15777,-12644.15777,-17122.03201,-12501.03201,3157.96799,-16809.03201,38886.96799,30237.96799,-15299.03201,-15416.03201,-1204.60134,-13038.60134,3949.39866,-11324.60134,9689.39866,-5776.60134,-654.60134,-10341.60134,16991.27666,-12717.72334,21285.27666,-8555.72334,27406.27666,5440.27666,-1671.72334,-12967.72334,-5117.10835,-9105.10835,-3281.10835,-7779.10835,356.89165,-10267.10835,320.89165,-11247.10835,4283.873576,-6864.126424,3648.873576,-4462.126424,-4447.126424,-5872.126424,-2098.126424,-5878.126424,easy,no
-482080.4418,-467172.4418,-386708.4418,-351799.4418,-444610.4418,-259419.4418,-190887.4418,-298109.4418,-98245.088,-108774.088,-103716.088,3744.912,-98075.088,-82976.088,-106172.088,-45285.088,-17161.15777,-26308.15777,-24835.15777,-19423.15777,-23864.15777,-24870.15777,-23554.15777,-14834.15777,-10089.03201,-19497.03201,-20325.03201,-11097.03201,-16148.03201,15226.96799,-15133.03201,22174.96799,-1912.60134,-12709.60134,-13815.60134,5133.39866,-11521.60134,10425.39866,-10343.60134,-10038.60134,961.27666,-15129.72334,-15930.72334,493.27666,-11534.72334,6156.27666,-6192.72334,-2003.72334,-1992.10835,-11742.10835,-11732.10835,10698.89165,-9368.10835,-1081.10835,-11067.10835,-8037.10835,3313.873576,-7112.126424,-7266.126424,925.873576,-5928.126424,-2482.126424,-6796.126424,1408.873576,difficult,yes
-464670.4418,-159240.4418,-353342.4418,-368297.4418,-475603.4418,-481741.4418,-481299.4418,-313607.4418,-95990.088,-35190.088,-86111.088,-80120.088,-108076.088,-93549.088,-92677.088,-88874.088,-22706.15777,-18977.15777,-18761.15777,-23560.15777,-25491.15777,-11185.15777,-24065.15777,-20867.15777,-19221.03201,-6671.03201,-3966.03201,-19758.03201,-12619.03201,-13046.03201,-7380.03201,-19365.03201,-9995.60134,-11582.60134,-9272.60134,-8434.60134,-6360.60134,-4137.60134,-5472.60134,-9871.60134,13318.27666,-9563.72334,-5537.72334,-10887.72334,9054.27666,60979.27666,5944.27666,-12096.72334,10218.89165,-8901.10835,-4742.10835,-3030.10835,9707.89165,-2633.10835,7869.89165,-9512.10835,-3255.126424,-296.126424,-2067.126424,4079.873576,-3097.126424,12171.87358,-3334.126424,-6478.126424,difficult,no
-434251.4418,-431304.4418,1548241.558,-448958.4418,-425163.4418,-478296.4418,-479496.4418,-434624.4418,-100902.088,-34684.088,12165.912,-105632.088,-35389.088,-92953.088,-108519.088,-81610.088,-23677.15777,-18132.15777,-11161.15777,-25699.15777,-644.15777,-15921.15777,-22758.15777,-12257.15777,-14023.03201,-10401.03201,-17976.03201,-18155.03201,185.96799,-6846.03201,-9305.03201,-10403.03201,-8876.60134,-11238.60134,-6337.60134,-14728.60134,6952.39866,-5040.60134,-7499.60134,-2317.60134,-12792.72334,-11078.72334,-10435.72334,-15114.72334,-4227.72334,7223.27666,5326.27666,7841.27666,-9994.10835,-6194.10835,-5748.10835,-12143.10835,-5998.10835,-3047.10835,14885.89165,742.89165,-4619.126424,-2273.126424,1899.873576,-7092.126424,7484.873576,1688.873576,11303.87358,4715.873576,easy,yes
-318310.4418,-18562.4418,412532.5582,-321917.4418,-483335.4418,-441340.4418,-473028.4418,-466074.4418,-38028.088,-45233.088,-10729.088,-89570.088,-99068.088,-106829.088,-108894.088,-96649.088,-2521.15777,14949.84223,-19516.15777,-22666.15777,-19796.15777,-20701.15777,-24970.15777,-22607.15777,-10056.03201,-0.03201,-6225.03201,-15663.03201,-17217.03201,-1973.03201,-14445.03201,-18282.03201,-8100.60134,-6057.60134,10092.39866,-12031.60134,920.39866,-8289.60134,3374.39866,-13082.60134,6624.27666,13522.27666,30923.27666,-6560.72334,2233.27666,19679.27666,-7225.72334,-11754.72334,-2856.10835,10268.89165,33943.89165,-11123.10835,-7110.10835,-8891.10835,-8457.10835,-11642.10835,-6103.126424,-2892.126424,9832.873576,-6492.126424,41.873576,-4988.126424,-3812.126424,-7047.126424,difficult,no
-470088.4418,-243285.4418,-457230.4418,-446785.4418,-257266.4418,258969.5582,-481097.4418,-406638.4418,-70354.088,-99846.088,-103586.088,-86368.088,-104940.088,-71847.088,-92847.088,-79770.088,-14985.15777,-16446.15777,-22727.15777,-13538.15777,-12209.15777,-9225.15777,19598.84223,-12667.15777,-9818.03201,-7256.03201,-18656.03201,-14541.03201,-15100.03201,5357.96799,-16222.03201,-8005.03201,5308.39866,-1396.60134,-10019.60134,-7042.60134,-3031.60134,-1973.60134,-4702.60134,3896.39866,14882.27666,-3900.72334,-8214.72334,34090.27666,-13987.72334,5596.27666,-356.72334,9543.27666,13493.89165,-7570.10835,-5976.10835,-439.10835,-11260.10835,-6207.10835,-6049.10835,-2923.10835,-935.126424,-4451.126424,-5885.126424,1693.873576,-6265.126424,-3424.126424,-3114.126424,1064.873576,difficult,yes
-366858.4418,-477583.4418,-355228.4418,-357732.4418,-361097.4418,-472448.4418,-417857.4418,-424754.4418,-48737.088,-98024.088,-87447.088,-74418.088,-80713.088,-99428.088,-107237.088,-92233.088,10732.84223,-16249.15777,-22275.15777,-20413.15777,-21498.15777,-20043.15777,-26350.15777,-13865.15777,20431.96799,1159.96799,-13789.03201,-19522.03201,3995.96799,-19010.03201,-20635.03201,-10165.03201,4244.39866,3123.39866,-12062.60134,-5127.60134,38189.39866,-6671.60134,-14023.60134,6283.39866,23727.27666,-3569.72334,-10326.72334,-13952.72334,16661.27666,-5017.72334,-16463.72334,-8407.72334,5996.89165,-2574.10835,-7974.10835,-10761.10835,-2640.10835,-1379.10835,-11883.10835,2063.89165,403.873576,-4282.126424,-5278.126424,-3540.126424,2371.873576,-6228.126424,-7445.126424,-286.126424,easy,yes
-316377.4418,-308486.4418,-465487.4418,300666.5582,109816.5582,-481928.4418,-482776.4418,-355357.4418,-93991.088,-97468.088,-108048.088,-53586.088,-77123.088,-110767.088,-100957.088,-80516.088,-21902.15777,-8962.15777,-26582.15777,-17379.15777,-17740.15777,-23858.15777,-16673.15777,-26537.15777,-17228.03201,-18164.03201,-19228.03201,-5921.03201,-9366.03201,-16642.03201,-2775.03201,-17658.03201,-10468.60134,-8514.60134,-14875.60134,1821.39866,10780.39866,-10442.60134,-10026.60134,-11424.60134,-10886.72334,-5139.72334,-15891.72334,-9566.72334,5963.27666,-13114.72334,-2992.72334,-8030.72334,2053.89165,-6210.10835,-11588.10835,-3881.10835,1271.89165,-11070.10835,5464.89165,-9369.10835,-5109.126424,-6525.126424,-7524.126424,-854.126424,-2794.126424,-6900.126424,3349.873576,-6744.126424,difficult,yes
-449093.4418,-474345.4418,-481746.4418,-160189.4418,-461694.4418,-483342.4418,-472361.4418,-157276.4418,-92584.088,-99083.088,-88649.088,-45651.088,-61583.088,-106094.088,-106453.088,-50951.088,-3728.15777,-16723.15777,-22986.15777,17057.84223,-22726.15777,-25782.15777,-11772.15777,8371.84223,-8923.03201,-18085.03201,-15367.03201,597.96799,-17447.03201,-18319.03201,-13677.03201,-11606.03201,-2529.60134,-12645.60134,-8081.60134,13356.39866,-8364.60134,-10796.60134,1888.39866,-7092.60134,13893.27666,-12666.72334,30176.27666,22444.27666,-14383.72334,-5298.72334,-8645.72334,-2120.72334,22163.89165,-1297.10835,108.89165,-6050.10835,-10064.10835,-3718.10835,-1980.10835,-3619.10835,12773.87358,-6364.126424,971.873576,2475.873576,-5263.126424,-4276.126424,862.873576,368.873576,easy,yes
-476318.4418,-236281.4418,-261876.4418,-376922.4418,633930.5582,-483743.4418,-21633.4418,-176437.4418,-82226.088,-81905.088,-102175.088,-68622.088,36376.912,-111323.088,31767.912,-80591.088,10964.84223,-23697.15777,9068.84223,-10710.15777,11190.84223,-24020.15777,-10197.15777,-11849.15777,18852.96799,6367.96799,-12768.03201,-13177.03201,71494.96799,-18855.03201,-6175.03201,-9122.03201,-13233.60134,-8755.60134,-10375.60134,-7186.60134,27592.39866,-11406.60134,-9572.60134,-7591.60134,-5186.72334,-7292.72334,-3491.72334,-11719.72334,1926.27666,-12184.72334,-1381.72334,-13301.72334,-6676.10835,-5045.10835,-4530.10835,-8282.10835,-2103.10835,-11022.10835,-8468.10835,-9208.10835,-5332.126424,-5927.126424,-1467.126424,-5188.126424,-3215.126424,-7411.126424,-4478.126424,-4229.126424,easy,yes
-477038.4418,-462226.4418,-18601.4418,-321504.4418,-353732.4418,961998.5582,117693.5582,-484797.4418,-94697.088,-60472.088,56735.912,87445.912,-100180.088,27113.912,-100692.088,-108915.088,-23238.15777,-10671.15777,-2258.15777,-16372.15777,-22396.15777,54109.84223,-15889.15777,-26454.15777,-14776.03201,-13976.03201,-10050.03201,-13854.03201,-14619.03201,32254.96799,-3835.03201,-18954.03201,-2239.60134,-173.60134,-4138.60134,-4291.60134,-13303.60134,21038.39866,-2647.60134,-13669.60134,-9533.72334,-5608.72334,7161.27666,3282.27666,-10644.72334,-5170.72334,21315.27666,-14467.72334,-8848.10835,-6797.10835,-8596.10835,-6413.10835,-11316.10835,-7488.10835,-10130.10835,-12239.10835,-5228.126424,-4998.126424,-6655.126424,-4881.126424,-6914.126424,-6375.126424,-6586.126424,-6462.126424,easy,no
-449506.4418,-476001.4418,-476001.4418,-224440.4418,-481674.4418,434752.5582,-230243.4418,-230243.4418,-78933.088,-70778.088,-70778.088,49029.912,-107158.088,57510.912,-81885.088,-81885.088,-24163.15777,-14248.15777,-14248.15777,7572.84223,-16670.15777,838.84223,-24047.15777,-24047.15777,-19905.03201,-18947.03201,-18947.03201,-8369.03201,-15355.03201,-11613.03201,-16389.03201,-16389.03201,-11491.60134,-8909.60134,-8909.60134,19544.39866,-7932.60134,762.39866,-13023.60134,-13023.60134,-15410.72334,15536.27666,15536.27666,3180.27666,-7934.72334,-1462.72334,-12910.72334,-12910.72334,-11795.10835,-4986.10835,-4986.10835,1509.89165,-5889.10835,-6625.10835,-11530.10835,-11530.10835,-6751.126424,4478.873576,4478.873576,-2784.126424,-5144.126424,-1228.126424,-5811.126424,-5811.126424,difficult,yes
-124867.4418,-381519.4418,931536.5582,-410018.4418,-480295.4418,-482613.4418,-479513.4418,-458725.4418,-74545.088,-106273.088,47866.912,-99774.088,-83139.088,-95099.088,-51674.088,-97692.088,-18470.15777,-25746.15777,6384.84223,-20910.15777,83.84223,-22950.15777,-11931.15777,-25631.15777,-17796.03201,-13686.03201,-12223.03201,-13024.03201,15369.96799,-13857.03201,-14809.03201,-15250.03201,9229.39866,-11303.60134,-2917.60134,-10689.60134,2453.39866,-12266.60134,-9908.60134,-13496.60134,-9447.72334,-14505.72334,-962.72334,-13750.72334,-3260.72334,-8035.72334,2238.27666,-7705.72334,-6211.10835,-11281.10835,-10365.10835,-12101.10835,-8856.10835,-8957.10835,-11395.10835,-11403.10835,-1967.126424,-7143.126424,-3804.126424,-7319.126424,-5079.126424,-6275.126424,-5011.126424,-6901.126424,difficult,no
57959.5582,-482105.4418,-165743.4418,-414403.4418,-410126.4418,-382617.4418,-41417.4418,-245203.4418,-77673.088,-108970.088,-74809.088,-104015.088,-103463.088,-66531.088,-58111.088,-92362.088,-13540.15777,-19363.15777,-3620.15777,-25541.15777,-24289.15777,-22606.15777,-25629.15777,-25604.15777,-6374.03201,-19602.03201,-16365.03201,-19274.03201,-17520.03201,-17350.03201,-8069.03201,-17859.03201,-8134.60134,-10105.60134,-7117.60134,-10628.60134,-3572.60134,-11145.60134,1730.39866,-13027.60134,12401.27666,11893.27666,-9735.72334,-13447.72334,4959.27666,-9398.72334,9705.27666,-13350.72334,18518.89165,-3326.10835,-11864.10835,-6105.10835,41846.89165,-6619.10835,23991.89165,-9057.10835,1477.873576,7328.873576,-6242.126424,-4476.126424,2698.873576,-5392.126424,4153.873576,-4057.126424,easy,yes
-176483.4418,-458274.4418,-411634.4418,-416833.4418,-485025.4418,-472002.4418,-480033.4418,-359419.4418,-77022.088,-70858.088,-92944.088,-54612.088,-110628.088,-98233.088,-92158.088,-69254.088,-22197.15777,-23764.15777,-21506.15777,-14588.15777,-25989.15777,-22848.15777,-19928.15777,-23871.15777,-20003.03201,-17768.03201,-20286.03201,-1310.03201,-19490.03201,-16152.03201,-17931.03201,-18216.03201,-13393.60134,-10831.60134,-13634.60134,-9430.60134,-10957.60134,-10211.60134,-10099.60134,-11449.60134,-495.72334,24726.27666,5257.27666,5686.27666,-14316.72334,-10191.72334,21052.27666,-8626.72334,-2259.10835,-4091.10835,-6738.10835,11557.89165,-5164.10835,-6610.10835,-6870.10835,-10596.10835,-5079.126424,-3159.126424,-232.126424,7282.873576,-4803.126424,-4825.126424,-2075.126424,-5981.126424,easy,yes
-323467.4418,937034.5582,-477458.4418,-472461.4418,-5121.4418,-468431.4418,-459793.4418,58762.5582,-83800.088,-37399.088,-90758.088,-63242.088,-67808.088,-61293.088,-89399.088,73984.912,-16803.15777,32295.84223,-4267.15777,-11772.15777,-9766.15777,-17545.15777,-21564.15777,9471.84223,-13756.03201,-5995.03201,-17421.03201,-19185.03201,-12543.03201,5121.96799,-19805.03201,-14918.03201,-9797.60134,-2636.60134,-4662.60134,-6344.60134,-2871.60134,-5195.60134,-11784.60134,-4732.60134,-6100.72334,2271.27666,61529.27666,46841.27666,17428.27666,15280.27666,-9628.72334,34412.27666,-6767.10835,45609.89165,10265.89165,8292.89165,-3290.10835,-999.10835,-9622.10835,8306.89165,-4100.126424,4705.873576,8876.873576,-2087.126424,2922.873576,1392.873576,-5083.126424,16038.87358,easy,yes
-228615.4418,-216539.4418,-474470.4418,1404373.558,-341156.4418,-378649.4418,-431924.4418,-207022.4418,91188.912,-42072.088,-35042.088,155554.912,-98448.088,-72233.088,-103592.088,-12817.088,-23186.15777,-25074.15777,-3641.15777,-10981.15777,-18938.15777,-20726.15777,-4099.15777,-14350.15777,5816.96799,-16631.03201,-12458.03201,2415.96799,-18991.03201,-15198.03201,15468.96799,-14003.03201,-4681.60134,-12333.60134,16593.39866,35988.39866,-5431.60134,-13112.60134,4621.39866,-11822.60134,10204.27666,-11880.72334,8972.27666,16611.27666,-12980.72334,-10758.72334,9568.27666,18690.27666,-233.10835,-8706.10835,-2611.10835,546.89165,-8689.10835,-11062.10835,-8079.10835,-5390.10835,663.873576,-2328.126424,-1409.126424,3589.873576,-5503.126424,-5101.126424,3637.873576,357.873576,easy,no
-447614.4418,-58344.4418,-421542.4418,-469433.4418,-319190.4418,-484435.4418,-483853.4418,-74153.4418,-97603.088,23759.912,-64237.088,-91840.088,-91156.088,-78810.088,-106361.088,-64700.088,-20674.15777,-10839.15777,-16772.15777,-15145.15777,-11894.15777,62413.84223,347.84223,777.84223,-2064.03201,-18036.03201,-8042.03201,-8098.03201,-13506.03201,13474.96799,-4632.03201,-14766.03201,-9216.60134,-1325.60134,-3643.60134,984.39866,-9542.60134,4680.39866,9201.39866,1474.39866,-9717.72334,-8340.72334,17381.27666,11980.27666,-8627.72334,4341.27666,701.27666,1938.27666,-10638.10835,-11208.10835,23734.89165,-2029.10835,-7928.10835,2175.89165,-3592.10835,6515.89165,-4857.126424,-5408.126424,21757.87358,4132.873576,-5331.126424,551.873576,-2623.126424,3762.873576,difficult,yes
-419361.4418,115725.5582,-481151.4418,-486209.4418,-296920.4418,-218719.4418,-100104.4418,202483.5582,-13396.088,100133.912,-110846.088,-95519.088,13375.912,-74908.088,-48570.088,143809.912,13622.84223,71814.84223,-24873.15777,-24811.15777,-409.15777,7051.84223,-24533.15777,130429.8422,8685.96799,32038.96799,-19335.03201,-16024.03201,-13234.03201,82951.96799,-15346.03201,145471.968,24591.39866,24759.39866,-13969.60134,-8433.60134,2344.39866,9630.39866,-9316.60134,124948.3987,1890.27666,8251.27666,13140.27666,8285.27666,35840.27666,727.27666,-14374.72334,20831.27666,-4741.10835,8664.89165,-6956.10835,-6076.10835,-395.10835,-7192.10835,-9247.10835,121336.8917,-1219.126424,-508.126424,-5621.126424,881.873576,3069.873576,6918.873576,-4719.126424,48825.87358,easy,yes
-284225.4418,-456399.4418,-370035.4418,-476422.4418,-462681.4418,-457379.4418,-387655.4418,-479067.4418,275791.912,-106587.088,-60346.088,-104366.088,-108950.088,-59389.088,-86608.088,-84851.088,32640.84223,-25253.15777,-19142.15777,-20067.15777,-9871.15777,-20866.15777,-23057.15777,6202.84223,28187.96799,-20516.03201,-15341.03201,-17242.03201,7571.96799,-17223.03201,-17709.03201,-5481.03201,44887.39866,-13061.60134,-9715.60134,5812.39866,3172.39866,8423.39866,-11435.60134,522.39866,24845.27666,-15490.72334,2688.27666,33253.27666,13155.27666,11256.27666,-15497.72334,13328.27666,15981.89165,-9759.10835,-569.10835,-3956.10835,-4842.10835,-9001.10835,-11303.10835,-5869.10835,10064.87358,-6258.126424,-4151.126424,-1257.126424,-1262.126424,-3908.126424,-7017.126424,-149.126424,difficult,yes
-135513.4418,-252802.4418,-484039.4418,-470175.4418,-264766.4418,-372310.4418,-284979.4418,393748.5582,-70153.088,-52765.088,-98593.088,-109437.088,-36877.088,-67937.088,87594.912,-65365.088,-23200.15777,-17450.15777,-22915.15777,-26335.15777,-20889.15777,38014.84223,16460.84223,33350.84223,-16048.03201,-5175.03201,-11562.03201,-18148.03201,-10980.03201,34433.96799,24301.96799,-4868.03201,5531.39866,-12372.60134,-9108.60134,-13578.60134,-10460.60134,10417.39866,4901.39866,13593.39866,14235.27666,808.27666,-6233.72334,-8311.72334,-12900.72334,-10475.72334,24733.27666,49443.27666,1328.89165,-5256.10835,264.89165,-11175.10835,-9186.10835,-3413.10835,19802.89165,47624.89165,10545.87358,-5784.126424,-4050.126424,-5337.126424,-5262.126424,-2370.126424,6217.873576,9499.873576,difficult,no
-486050.4418,688366.5582,1025096.558,270462.5582,-476345.4418,-397456.4418,-485901.4418,-473889.4418,-87390.088,280988.912,81837.912,-7722.088,-98292.088,-96871.088,-88720.088,-106656.088,-19199.15777,-14815.15777,23798.84223,-18606.15777,-18597.15777,-25084.15777,-18918.15777,-23728.15777,-12272.03201,14958.96799,28377.96799,-17575.03201,-5685.03201,-17077.03201,2477.96799,-16076.03201,-2476.60134,31263.39866,1836.39866,-9223.60134,-9019.60134,-10113.60134,-4079.60134,-11512.60134,-6382.72334,-3140.72334,31407.27666,6232.27666,82990.27666,-14720.72334,3296.27666,-9261.72334,-6438.10835,-1509.10835,95198.89165,5285.89165,6869.89165,-8846.10835,-4044.10835,-9934.10835,-469.126424,6878.873576,15353.87358,-991.126424,4033.873576,-6994.126424,1667.873576,-6898.126424,easy,yes
-457145.4418,-448856.4418,-444971.4418,-126755.4418,-483027.4418,-458368.4418,570822.5582,-324898.4418,-94075.088,-107062.088,-105449.088,-60073.088,-106172.088,-86251.088,-68231.088,-89319.088,-25330.15777,-22357.15777,-25118.15777,-12550.15777,-1670.15777,-2967.15777,-21170.15777,-16961.15777,-17072.03201,-18035.03201,-20084.03201,-18600.03201,-2600.03201,76136.96799,-12667.03201,-20103.03201,-11078.60134,-11840.60134,-13405.60134,-8167.60134,9479.39866,-11457.60134,-4331.60134,-7274.60134,-4506.72334,-14398.72334,-14100.72334,7260.27666,-6700.72334,-4685.72334,33372.27666,-5486.72334,-11202.10835,-10700.10835,-11543.10835,23157.89165,-9689.10835,-3725.10835,5258.89165,-6889.10835,-6962.126424,-7148.126424,-5046.126424,445.873576,-4717.126424,-547.126424,119.873576,-5885.126424,easy,yes
-364077.4418,201087.5582,-378482.4418,-407382.4418,-432820.4418,-482206.4418,25822.5582,-475955.4418,12369.912,-90968.088,-94661.088,-101164.088,-90485.088,-82611.088,37603.912,-108207.088,-22339.15777,-14136.15777,-21837.15777,-20618.15777,16944.84223,-17335.15777,-12978.15777,-25042.15777,-8274.03201,-18910.03201,-18122.03201,-11360.03201,-7792.03201,-9068.03201,-8141.03201,-19232.03201,-2128.60134,-6375.60134,-11609.60134,-11562.60134,5343.39866,-2640.60134,620.39866,-13922.60134,-10272.72334,-9041.72334,-14539.72334,-8607.72334,19467.27666,1318.27666,-3497.72334,-9843.72334,-4477.10835,-9703.10835,-8836.10835,-9658.10835,-7777.10835,-3143.10835,-5217.10835,-10555.10835,-3514.126424,-6444.126424,-5314.126424,-5716.126424,-2185.126424,-4967.126424,-3110.126424,-4776.126424,difficult,no
-404584.4418,-291557.4418,-466384.4418,278867.5582,-193314.4418,-220874.4418,-464260.4418,-68421.4418,-75563.088,-44247.088,-86635.088,-89316.088,-33525.088,-72536.088,-80162.088,-29367.088,-15281.15777,-17072.15777,-17561.15777,-23088.15777,-15479.15777,-24102.15777,23110.84223,25643.84223,-17443.03201,-13732.03201,-19095.03201,-17861.03201,-14717.03201,16828.96799,13512.96799,8709.96799,-13898.60134,-9613.60134,-12077.60134,-12508.60134,7801.39866,21480.39866,40068.39866,-1487.60134,-5816.72334,-11096.72334,-9556.72334,-9673.72334,34899.27666,-1640.72334,4145.27666,-4709.72334,-7754.10835,-9066.10835,-5110.10835,-8565.10835,-1206.10835,539.89165,-2610.10835,-6795.10835,-2947.126424,-3774.126424,-4321.126424,-5513.126424,8746.873576,4913.873576,-3332.126424,2027.873576,easy,yes
-481620.4418,-479774.4418,-423231.4418,173414.5582,-469924.4418,-462932.4418,-480547.4418,129170.5582,-104984.088,-106895.088,-70353.088,-89528.088,-48474.088,-75251.088,-95081.088,-61438.088,-24645.15777,-25786.15777,-17408.15777,-21497.15777,-9098.15777,-9077.15777,16019.84223,-24303.15777,-18212.03201,-15325.03201,-17681.03201,-12414.03201,-3086.03201,11656.96799,-3317.03201,-7977.03201,-13704.60134,-11098.60134,-9242.60134,-2903.60134,-1438.60134,3353.39866,-12232.60134,-7495.60134,-12736.72334,-11792.72334,-8585.72334,-13080.72334,7620.27666,-5170.72334,10724.27666,17447.27666,-6027.10835,-3572.10835,-6953.10835,-8466.10835,-8149.10835,-8229.10835,-8793.10835,-3297.10835,-5451.126424,-1583.126424,-4872.126424,-7026.126424,-4191.126424,-4073.126424,-3719.126424,-772.126424,easy,yes
-409201.4418,-251101.4418,133577.5582,-478331.4418,-482636.4418,-441048.4418,-428129.4418,-324397.4418,-100243.088,-57821.088,5526.912,-108585.088,-75951.088,-86978.088,-89655.088,-73961.088,-14918.15777,-6521.15777,-21793.15777,-20491.15777,-18348.15777,-16883.15777,-18932.15777,-17399.15777,-17881.03201,-15471.03201,-9169.03201,-14660.03201,-13008.03201,-18481.03201,-17312.03201,-7952.03201,-13244.60134,-8251.60134,858.39866,-10637.60134,8216.39866,-12440.60134,-11642.60134,-7797.60134,-5721.72334,-8732.72334,12074.27666,-14950.72334,395.27666,-12002.72334,-12936.72334,-6299.72334,-7937.10835,-2891.10835,-1150.10835,-9202.10835,5338.89165,-11787.10835,-6689.10835,-3521.10835,-3958.126424,-4762.126424,1923.873576,-5761.126424,-5046.126424,-7274.126424,-4143.126424,-4826.126424,easy,yes
