delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
735894,112616,82174,56084,36793,53783,47399,30861,-560855,-55202,-70483,-39650,-33606,-42446,-30295,-22153,-10407,-22706,-73295,-39588,-16831,-28179,-35293,-17500,153494,9907,139003,-18089,146244,10119,35710,15400,1063431,549624,86459,-37256,136840,67806,-213,33935,361319,18780,-40750,-16617,-13489,-39261,-28692,-14905,easy
632245,31289,7466,9978,3015,8789,7451,4932,812148,241334,11321,13533,29520,49872,27729,53045,-415307,20041,11287,3756,3021,-3070,1925,2170,488904,390356,193723,28125,23997,105158,23054,26865,161890,47011,54859,13728,424,29258,6930,7481,-435074,18711,13201,69,5247,-3198,132,1249,difficult
1265301,176951,58585,49125,50272,36669,47069,15315,-1065012,377358,332596,-28505,-32749,7400,86640,10344,-322166,258308,27786,-13117,3849,-7316,16392,29826,-37330,1440229,93369,176214,1767,36236,108748,70036,120447,10482,50314,26231,-20512,132652,-18882,888,320165,120122,80576,92108,4198,53891,44484,11609,easy
1432371,120739,55121,38631,26176,35478,70714,32843,-1106658,-68037,-48054,-35929,-23188,-27502,-61615,-29057,-1156528,-35011,7936,-1174,-9959,-7600,-40589,-9898,520634,1162260,258547,16180,4828,73458,-23898,49256,475499,-51320,43658,-26647,16089,5393,-39121,123,-192346,252108,-23213,-32954,-10984,-6059,-57396,-26001,difficult
1759670,198709,65720,100122,25468,60225,30336,42206,-800683,-39096,-22220,-91134,27298,-34884,3579,-23964,-1612979,-131284,-44937,-91521,-14477,-38822,-19469,-37580,-1198786,-167710,-49194,-93092,-20448,-52930,-16595,-32136,-123446,-27670,-18258,-64757,-11300,-38254,-14100,-30522,-1249074,121559,-23042,-36361,-699,-30792,-6655,-12804,easy
426095,120331,19004,18326,11192,15620,21868,9179,864725,197570,147801,26995,6763,45576,28021,39523,-393538,-93441,-13537,-13893,-8565,-11177,-15426,-5887,416179,-36470,-12193,5686,-5066,3690,-4843,46,1574045,357059,11030,27581,11293,13243,38454,39353,505486,116929,95045,20127,43249,49841,56860,16702,difficult
887939,90109,27686,24945,43849,31783,21818,18299,-303642,-56556,-12381,-15700,-39648,-21688,-13892,-15817,-809519,-75466,-18796,-22951,-40009,-23547,-12998,-14889,-74753,-80464,-16326,-19410,-40710,-22073,-16733,-14337,-686475,75473,70363,-19750,-37377,11796,3104,11282,-792855,-85846,-20635,-23881,-43093,-30478,-20724,-17323,easy
975393,226704,73525,81760,43360,26266,15116,14309,-307391,-75489,-57662,-75970,-30573,12057,-2848,4144,-606979,-123278,-57153,-77703,-39947,-18405,-12343,-11167,-568010,989,2327,-4249,-21081,8417,7437,-2182,480510,237272,121799,41956,-8829,50029,42655,60614,431050,168647,-29169,-28557,97183,-4982,45393,63397,difficult
454521,39505,12770,8850,6299,15356,10836,5456,1044218,37097,17076,15636,15990,12205,8850,3673,-341275,71259,-4576,15659,6644,-6935,9091,10245,708083,149566,-1585,11285,17462,6706,3958,13666,989695,9037,12394,-2069,7683,-5569,7117,3406,299437,-16978,-11329,-6879,4280,-7350,7584,595,easy
742079,737640,151667,75252,79993,178245,108463,58210,-348310,-570984,-73405,-27630,-56312,-128312,-29252,-23409,-361792,-620825,-80136,-51266,-52262,-154546,-81551,-9999,270108,-433526,-73230,-34126,-41007,-149519,-87176,-42963,-131878,-705118,-134134,-61805,-75855,-163210,-105388,-51932,1141844,-371699,-26996,2547,-59977,-109671,-45146,-18517,difficult
626465,264902,9629,30737,30747,32386,42899,39147,-154951,-49767,29744,1335,7504,-15872,-18211,-10230,519517,31483,16535,10312,-15016,7610,-15779,-32048,-602885,-261906,-8133,-28772,-24141,-16116,-18479,-34028,-65786,-255474,-3837,-5567,-18850,-12647,-34504,-21380,-379348,-244917,5645,-1484,-24316,-21111,-36705,-35589,easy
1472866,338520,22206,50235,75977,90293,85935,48711,-1044311,263501,106744,203522,62849,86095,56702,24699,-1328450,-279050,-6894,-46291,-72770,-81528,-79299,-46572,-1119203,-277637,-20137,-45431,-73935,-77358,-78629,-46370,-192871,-326090,-10634,-26626,-74180,-82748,-73071,-45698,-617629,-52374,84854,-19136,-36553,-62530,-41719,-37208,difficult
964408,158962,37987,25690,22909,57111,21451,15369,-697489,-144868,-19499,-17632,-19286,-50804,-17527,-12525,1071713,548737,84881,140082,164372,24026,61448,67168,641283,-55658,-27884,-14251,-14086,-28903,27996,-2753,-596675,4302,-20442,-3358,2476,-29512,3355,1363,-190804,-93708,49080,-19718,-10860,-38484,8370,-6006,easy
1161605,345647,79471,59193,35767,49193,28882,25761,417816,-202512,-66405,-47568,-24434,-35125,-17040,-3120,133061,25624,29537,-19872,-24954,17256,34186,54838,-848945,-125059,-45192,-48560,-23821,-33663,-213,-12793,-432956,-288031,-66464,-17582,-19549,-14713,-9835,-15692,-18704,-58028,10200,-16900,-26818,2094,24063,-3365,difficult
1431370,247841,232183,91926,58141,153175,64924,70046,-1133710,-180746,-190311,-84467,-38941,-136866,-38348,-58533,495274,-178092,-179897,-71392,-20654,-132980,-43081,-26039,-1051207,-230613,-230332,-89188,-55442,-148954,-61857,-68605,299534,32933,-143644,-47108,-12361,-74646,31861,17372,-621242,-192860,-219308,-87555,-53840,-143903,-60126,-67002,easy
331607,105296,7477,23226,44591,21290,11607,8810,207651,-48866,13434,-18383,-29015,-8971,-6416,1489,598106,48522,91730,30857,-30683,-5512,30258,3570,1673626,275523,46076,92225,-20051,-548,9812,22887,296278,237260,14842,32234,37932,53850,63346,15118,-206987,-87048,8879,-15750,-38206,-18167,-3828,-5018,difficult
880253,129567,34229,27508,16303,22021,67442,20575,-442456,-107402,-25714,-1588,-14219,-7360,-52592,-17256,-635770,-110387,-28168,-17205,-9744,-16940,-56394,-14646,410547,2523215,22815,39190,54758,237271,48338,38328,210809,65351,-29395,31123,-10364,-10224,-7033,-4474,-706581,-3420,10908,-23197,-5284,-11120,-59224,-14331,easy
560084,63388,41050,12387,7839,11409,6991,10793,-449045,-58076,-39375,-10080,-4981,-7287,-4339,-10050,-178140,101991,-31770,-5634,2919,3027,2220,-136,1361694,666972,122702,46134,55862,123162,43646,12050,-469127,-25051,-32932,-7845,-3213,-3868,-2298,-6850,-29350,-17604,-28934,-5588,3607,4293,6931,-3983,difficult
1361352,246952,64568,88222,67547,77504,175766,70510,-965343,-220797,-54040,-83126,-61331,-68078,-167358,-63681,-203744,-185002,30521,-77702,-44296,-61252,-161108,-61827,-979634,-186556,-56813,-80096,-53272,-53291,-145741,-57848,-1005413,-189004,-58562,-81688,-63456,-69474,-165302,-64503,-980716,-210871,-58518,-84391,-62534,-67866,-171863,-69174,easy
1295890,321536,40687,30135,24455,52176,50451,41292,-1145169,-294075,-25055,-22948,-21014,-36660,-45777,-39080,-61973,-105459,29547,-1181,-13943,-23387,-37983,-33328,332013,63744,-14214,-18975,-14831,61842,24386,7214,-1096736,-284626,-7235,-24645,-22541,-47059,-44203,-35443,-316983,-134568,-10328,-5786,-14267,-12936,-29567,-29769,difficult
912135,506358,87561,114057,52677,66306,186385,50199,-767618,-442080,-81560,-94669,-50595,-60345,-182161,-44619,-749908,-446695,-83074,-109407,-50917,-55358,-180335,-47774,-715800,-395880,-41389,-100402,-35744,-36298,-171775,-41669,-853407,-484543,-77056,-105309,-46681,-52131,-180007,-47309,-317009,-319230,-75378,-99883,-34775,-48605,-135782,-16061,easy
408545,45256,8358,7888,6602,7287,14436,6549,774641,152228,61683,195636,172991,52887,83743,34081,791456,373280,32362,17757,6891,38355,20055,9896,-311259,93053,34906,22529,6803,22968,10086,2371,122510,128610,37013,868,17904,30820,3501,25679,851148,188939,26550,39968,38287,45167,18763,17199,difficult
878384,295541,184756,21244,14502,89658,36633,42652,-730815,-238750,-183103,-8150,-11420,-85843,-32439,-38489,-443318,-231933,-172634,-10052,22400,-74798,-11010,-26769,-555264,-215732,-175944,-17823,-10461,-65363,-16835,-27969,1781540,209666,-159611,135286,135635,64325,231562,68317,-844406,-274633,-182066,-19625,-13739,-88142,-35499,-40100,easy
828568,164549,105111,75147,27185,31000,48347,70095,-580396,-55467,-92262,-52345,-2069,-15283,-33592,-56817,-442537,-65482,-66917,-70119,-24040,-21808,-43608,-65311,764333,-64875,48336,-39847,1593,22051,-16219,-42800,698559,-10264,-10538,-64650,-1427,23843,-20099,-48016,-636909,-120793,-95828,-49407,-19382,-22115,-39609,-63031,difficult
1540203,164599,71627,24213,17140,37484,35924,14533,-509209,-106445,-56684,-12457,-6969,-11251,-28794,-4378,-436679,-22125,-62019,9293,-4728,-12083,-23271,5239,-1460975,-119365,-53171,3619,-9870,20504,47597,18251,-1004945,408481,11034,6548,-5740,-10789,-5186,21652,132005,54909,-54717,-13154,-10111,-11372,-30775,7876,easy
988852,260759,42931,21125,36310,38134,22383,37265,-655703,-244625,-38915,-11862,-33846,-35035,-16357,-33241,455112,-56780,248777,2510,7742,44314,60072,7405,-656160,-216388,29253,-10962,-14586,-24517,-4650,-21208,-242592,-207060,-2423,13538,-22809,-9965,44714,-17876,-708395,-94635,-28890,21965,-30695,-28510,-14962,-22570,difficult
929050,325364,142882,55260,30425,51012,66537,55336,131525,-241360,-113084,-47705,-27928,-44205,-52620,-49439,669917,404501,-72105,55456,117209,89850,91365,29016,-792746,-220046,-134659,-54510,-27377,-40776,-40518,-45993,1349060,-34742,-98442,-21434,10476,-25076,-28504,-35654,27335,-252723,-56863,-4043,-5794,2071,-40484,-23825,easy
657826,52655,21807,9422,6876,9259,5264,3101,-56786,-29230,-16097,275,-1357,-2714,-2351,1999,-407011,120885,-12577,28943,-131,1768,15500,9192,-303171,-10949,-19339,-3476,13430,69017,86101,8885,899939,112107,15408,556,-2760,13047,4470,4495,66227,32721,77652,74032,-1893,29579,19335,20500,difficult
684764,91640,54008,26784,13282,30180,16011,5669,418907,631100,254912,121496,271532,273313,249594,67508,-675259,-84973,-50917,-26115,-12403,-28963,-15644,-4811,653012,69996,44713,37294,9636,176766,133811,32276,-430982,-33492,-53538,-18493,-6228,-19654,-9819,1240,482247,-91,68769,2009,-8224,25337,10077,12355,easy
416938,60304,28640,18242,5048,21173,7645,9722,345590,77859,8381,27361,2835,16231,19273,13128,-107511,-11824,-21146,-5096,-3521,-10358,15089,-7610,-213605,67050,13658,483,6496,38086,26934,4486,1220864,1020003,-19688,36019,63501,187062,101453,77604,-58283,-5319,-24108,-12715,15020,-3936,-855,-2859,difficult
963631,130737,12413,15416,6867,33044,25488,14725,687277,77037,34187,3137,19583,8542,1165,276,-482228,725094,74676,97094,50303,87129,27851,55126,-865834,-94804,383,-9652,-100,-24740,-22412,-12021,-295091,-88045,-1529,-5521,-4166,-29606,-23347,-10826,725107,144401,25794,715,31020,12775,31459,37205,easy
657955,274213,30932,19452,15182,17247,16645,13576,-454192,-214457,-26799,-4193,-9871,-6270,-6947,-12012,1522993,-68636,6528,37114,1954,15645,15738,3860,-591366,-258850,-10290,-14898,-12445,-8508,-13816,-9688,1041549,-218256,-8408,6019,-3561,-4596,2218,3628,209018,-197508,-24474,-8907,-6747,-4338,-3145,-6022,difficult
795600,311186,113757,67611,20394,46436,34429,26639,1050904,107490,-61605,-25048,9044,19899,13479,16668,168853,-96171,-98845,-40385,-2736,-12761,24160,-19796,-20262,-156965,-22617,-21135,7702,-22645,-2971,-16045,1061024,121739,-109281,-31041,-10268,-8227,-8034,-12932,-244648,-299289,-111971,-56935,-11639,-30558,-27553,-22512,easy
851574,91782,17316,14531,9863,11615,13749,7059,-849783,-80989,-160,31877,3187,-5820,-10601,-3262,-820483,-76291,-14371,29208,-6812,-277,-7210,-2717,-807474,-63542,-665,8959,6129,-2666,-9103,-4593,-624582,-43854,-160,22271,-88,1615,-9557,2364,917317,268962,47198,44197,22974,61988,44424,8129,difficult
589575,289444,25149,40143,29207,19198,17438,25918,-303423,-203152,-18080,-26749,-14138,-881,1408,-6706,459568,154941,38689,-21559,-23901,8250,-3130,-13457,-258027,314116,23213,-958,8133,99446,19827,22636,909431,-218246,37637,-2211,-8293,18979,13946,-7214,-435575,-270249,-22288,-35477,-27777,-17673,-16326,-23814,easy
904800,139573,28888,41387,20230,24562,45437,12304,-639466,-128002,-15002,-32326,-17802,-19251,-38116,-9125,-799034,-121613,-20402,-27098,-15529,-15290,-38096,-6594,244647,182642,222914,3596,48683,129048,90735,54624,-353308,431607,232803,479091,17723,121200,175362,43976,839618,982621,277845,133361,41768,8476,69215,63063,difficult
269326,43864,20407,8549,3915,9185,8516,4235,343544,211772,22321,114417,42250,72513,38481,21292,2345978,1317759,240200,210754,130454,101788,135668,216598,524968,15499,17168,21978,21155,8224,17512,15927,330647,-26920,-3333,-6718,1301,-2594,-687,4220,165857,1144508,76681,48765,71311,248343,243272,98411,easy
759806,81638,31900,20175,12008,10711,17596,9176,-492123,462759,53370,26806,8127,26884,-6402,6985,-509416,-51849,-6623,-8021,-8550,-5332,-9745,-4413,-551666,-41231,-16526,-11555,-6754,-3739,-11966,-3997,606565,182794,27054,47302,61017,138022,75911,49154,-120471,61020,1213,-10686,2342,29825,-2777,10695,difficult
1505656,503856,48209,55817,85887,110334,75969,51470,-1169008,-415231,-24544,-47164,-80168,-80080,-32266,-29252,-845499,-350931,33264,-25045,-64547,-89062,-53363,-34035,-1426711,-370385,-46317,-40147,-80281,-98866,-71115,-47763,-27132,179418,-17910,17789,-37296,-32106,12148,-30916,383365,212937,14184,89017,-17255,-10214,-24417,4032,easy
1014393,550772,102293,85464,149990,116895,105212,41315,-556084,-469955,-84076,-41869,-138671,-100514,-89811,-1708,-1008934,-535582,-100678,-70446,-143907,-110383,-103237,-39563,-777469,-544361,-96895,-83747,-147865,-112928,-103741,-39792,288943,-453935,-88906,-63851,-141416,-91598,-89824,-28881,-208195,-526898,-80380,-65558,-146192,-111703,-96856,-39679,difficult
632743,105353,30704,36355,29391,34649,45677,21691,-464702,-63833,-14165,-23238,-19680,-26890,-41349,-17841,55537,251231,14487,12087,-22823,-11934,-22590,-5916,8012,319743,110586,16174,26487,47700,121084,45713,815521,373846,-23586,10557,6456,-22585,-2520,-5794,1683874,249580,16045,49254,64968,1514,4901,20333,easy
938587,176310,43590,13894,31883,39806,46453,28352,-521815,-144682,-35465,-6378,-25774,-29924,-38576,-22821,-506434,191719,-40875,17986,15511,-18383,-15073,-18095,-23947,38026,26832,7265,-7744,-15607,-24178,-670,-29879,-16356,22687,24221,13497,-12263,26918,1779,277841,-5107,9713,5976,8429,7043,16393,-12314,difficult
791159,388341,64295,38369,23245,28267,29752,34304,640179,-318150,34762,-5300,-4954,11906,-1951,-14566,652862,448,-2157,12371,-2854,35230,33466,3629,5467,-295281,-53758,-34172,-16590,-5912,-17426,-29416,-186725,-36000,-33149,-4028,19073,18973,6271,-1835,217664,54832,-13844,33324,24668,45902,20970,7361,easy
869324,428513,58139,142263,59670,51351,81978,33397,171526,43438,239069,-44027,-27772,-16373,24163,701,418678,-155792,-4672,-111849,-15579,-14611,-23765,1812,-568427,-389637,-51163,-129815,-53653,-44555,-69136,-24882,-583106,-390426,-33393,-138010,-55173,-39661,-69132,-26263,-553823,-366491,-36967,-136383,-49465,-41690,-76227,-28989,difficult
1362630,217148,64460,18398,18063,44526,49789,20318,-740360,52117,-28730,37468,-10891,-29456,-17917,-3611,-1142239,-14846,-39166,1259,-7525,-13047,-22736,-6640,-1190329,-174628,-57182,-13702,-11494,-26401,-29632,-13265,-1110925,-68341,-26231,4511,-1707,1286,-37381,-9330,-1214689,-55242,-58351,-12569,-12910,-37906,-46935,-16980,easy
1038741,305868,39172,48238,31453,43445,32145,35007,75387,13199,-34337,26572,-2335,11566,-692,-19105,258169,232391,10358,77487,129782,112487,85724,35594,-147488,-221736,-35373,-35563,-26963,-20509,-16758,-29407,15946,-38559,228169,62481,101604,105700,108888,22398,-443551,-19182,40052,-20429,-13302,2505,107811,-11028,difficult
1722678,218801,33952,49675,19816,51856,61182,31451,-1642948,-161349,-27718,-41002,-18293,-44091,-56450,-29290,-333361,356747,6449,103742,16246,26767,9261,38826,-1582188,-193616,-31319,-48392,-18422,-47365,-58432,-27231,-1230673,-191387,-28918,-40893,-17177,-44437,-58716,-28458,-1133938,-24380,52087,-44698,-14815,-1228,-26632,-8082,easy
524691,277274,54771,18499,12480,44561,35335,18556,-152812,-215984,-46295,-14453,-10192,-40988,-31532,-15749,97334,-241354,-29582,-14238,-10075,-33320,-30569,-12523,759805,-30037,-37155,24290,10419,-15258,11432,7383,852777,-77067,13716,39812,12951,-22580,23325,7350,-261104,44425,-4914,439,50151,-31370,4766,35210,difficult
621923,120860,43515,46975,27926,72576,40948,30697,44838,-101246,9782,-40678,-21211,-54829,-31709,-25158,581024,386936,-25060,-20256,13350,-55350,8896,-10374,-9119,-66158,-32976,-41717,-27045,-62236,-37137,-26498,312784,-44989,-30809,-33218,-20815,-66801,-34590,-25694,62801,-77132,-28170,-44007,-18437,-61038,-34165,-25579,easy
846429,407411,40154,22561,78925,64109,46655,32450,-60823,-345612,-22867,26820,-52663,-49550,-17090,-22300,-199110,-362452,-4330,-13940,-75300,-53016,-27876,-29122,-801686,-360875,-38854,-20048,-74944,-57116,-32254,-29643,1130704,616267,44280,-9354,-58789,159265,1205,556,-430383,-308381,29003,8415,-22381,64173,-15286,22610,difficult
1470087,324809,180584,33046,62676,54657,136335,38814,-963346,-242778,-162422,-27605,-57175,-46278,-129579,-26790,-449894,114127,-122153,82352,-44170,-10610,-124177,-21581,-1078464,-274529,-163522,-26698,-60332,-47779,-119657,-34714,691704,-167302,3362,45423,-38532,-19127,-93785,-14108,328978,153929,4839,64560,19945,1492,-26611,27790,easy
1429644,41286,17479,29542,12792,24184,34286,11710,254179,31757,5821,15466,45131,16444,5351,8947,-556392,163977,25482,-10961,157,53052,-11031,13856,-1179564,-13949,-8066,-21130,-10104,-9401,-32665,-3019,-1335932,-29058,-14078,-28092,-12247,-20517,-31243,-9536,-531959,-9188,19862,-14595,-9061,-2558,-22828,-174,difficult
792433,125091,50582,19099,19675,30081,21823,15952,-290928,-42354,-49648,-13672,-10117,-15227,-15105,-9612,1090217,625856,-13080,-11805,19927,87203,36952,29035,-215635,-3365,-22055,-13330,-10790,-13753,-11647,-5421,-222351,-25005,-6213,10731,-2164,-456,-12311,-9680,-635678,-90481,-48949,-13379,-13550,-17296,-11962,-5570,easy
124329,30419,4338,3535,2804,8729,6018,2243,32882,-21566,-3661,2128,92,-1636,-2184,157,468463,13372,6023,23847,4765,3142,3198,2094,210252,6158,20612,10368,8387,32387,-48,18175,-91239,19419,-2115,-2643,1094,-4078,-3266,469,946570,160632,78001,1073,16509,31484,15005,16755,difficult
913578,364345,49362,36546,44227,62699,33451,25712,809191,-280827,31287,10422,-25329,-45021,1049,545,-709712,-211566,-2534,-20872,-30789,-33979,-13998,-4847,-20042,-119102,-17150,-23116,-29126,-40359,-25213,-16793,-232747,-179926,-29384,60092,32062,-40465,10171,-1845,657504,487003,16519,359057,77485,27227,261515,237609,easy
448366,95318,60561,43916,37984,41997,40301,23158,-317386,2648,-29744,29068,-31743,-17465,-21301,-12176,-98142,-47497,-53034,-33583,-34883,-35045,-36355,-18843,779774,54187,-34390,53818,-12762,20079,-7796,26136,1678813,120927,659702,91254,55327,224500,150999,122900,-284054,-78661,-57154,-36612,-32774,-37448,-26332,-15373,difficult
883495,193829,61925,61973,17688,44697,35760,19878,1505576,-37433,-41961,-3624,-8495,10011,-4545,-4886,851892,1493547,173954,49738,58950,66821,88355,66085,-14272,-112784,-33620,-26170,14826,-30718,437,-10162,42861,-149599,-59023,-54251,-13985,-18887,-6812,-665,-740732,-159723,-53083,-42671,-12135,-36219,-29668,-14460,easy
1944409,295913,59221,23100,27951,63552,36704,19415,-1812096,-177626,-52397,-19326,-25215,-57759,-30627,-14889,-1488891,-262781,-29444,-3068,-19903,-37718,-8193,-12837,-1736503,-267181,-54628,-20995,-24205,-56022,-33368,-16525,-1627342,-262759,-47645,1326,-16020,-57911,-26051,-12453,-473344,-118702,-14123,26749,-10395,-39569,-16105,-5984,difficult
537918,152095,21480,28174,8168,45481,16605,9642,248206,1228,85226,-8260,3813,-1829,25570,28693,-252707,-125233,1631,-19754,-3974,-35485,-12341,-6694,1877748,578532,97752,79853,35091,156647,109226,141309,-425669,-52837,347,-20433,5943,-36551,-11753,-5005,-46599,99170,13300,-13605,23111,-29079,-2097,20856,easy
1001610,171932,49741,52986,21826,36384,26266,39933,-327107,158735,161273,-35363,43231,17960,29804,-7561,-825723,-104912,-40687,-29682,-16200,-22985,-20535,-35655,-371042,291737,24739,32938,37121,30649,121552,-21182,-8433,-95672,-35504,-42175,-17003,-15794,-13055,-29035,-786033,-51441,-41508,-46306,-11686,-21012,-20663,-33436,difficult
1476072,254328,23789,45639,25213,41130,36993,33079,-1279551,-209663,-21638,-44715,-15075,-28071,-28884,-29744,156098,-128039,46670,-40905,-2778,-7827,12483,-5879,156098,-128039,46670,-40905,-2778,-7827,12483,-5879,-604152,-190954,-4163,-30224,-22195,-32440,-23480,-26972,-1256341,-140767,-9929,-38705,-19293,-29446,-22814,-22026,easy
250623,77080,43113,21282,7817,14044,24278,8123,246006,-20765,-11452,20905,8360,40442,9307,14574,985179,37338,-34731,-6783,-1861,-2276,-20023,-4072,748843,100798,-6743,6082,-52,42034,16755,16847,1397022,955196,106001,185564,18593,137645,133608,121453,-162772,-12845,-37784,-20126,-4469,-5013,-18157,-4744,difficult
1272004,102907,38305,24550,23865,33871,39053,10413,-584333,-25508,-25156,-18031,-20454,-23039,-31780,-4767,-605576,-73424,-28759,-10307,-19741,-24380,-27309,-7362,-534538,15088,-34497,-20292,-7278,-8688,-25337,2886,-750394,360082,17624,-4726,32050,42638,-4716,8711,-293939,366039,77636,4020,-16690,33510,4796,9267,easy
1130716,341671,196819,78812,137192,71885,63296,69054,-169493,-171555,-34090,-49708,-80976,-34598,-37058,-24091,-706939,-79562,-161076,-56814,-103075,-16635,-45660,-52497,-710950,26242,-194628,-27838,-115129,-18051,-14438,-49732,-178240,-306089,-180995,-73165,-134562,-61568,-57446,-66283,-465544,-115063,-173031,-46901,-110697,-44311,-46050,-54677,difficult
1651944,271716,25614,40745,49370,34842,47979,29347,-1325222,-239852,-6203,-24528,-33982,-26210,-39716,-23687,-1389464,-33316,24916,-4788,-8644,10765,-16258,-5695,-890524,-211373,3097,-17916,-36873,-2076,-29531,-8650,325842,-117976,89907,51725,-11315,-8911,-29393,-9943,450061,91085,-18605,-13513,-36555,-19301,-6576,-14546,easy
1475768,366511,90960,41088,88713,67560,56449,49714,325921,236701,214899,84665,-41101,-26624,158379,16768,-678826,-248368,-50389,7499,-75695,21984,-34358,-24610,575528,-197208,-15115,-34744,-76038,-39618,-20296,-31054,528952,2005296,48730,401290,-35364,194847,313841,83136,-492111,260343,302897,147991,48614,58988,34080,3148,difficult
900261,201887,60335,19534,22585,38481,24384,21604,-172006,214499,128999,93814,46396,76995,116766,39242,-254322,-154517,-56577,816,-20464,-35036,-18861,-11921,-757794,-182072,-12007,10002,-14217,-18828,-2588,-15263,-617092,59188,-26031,5285,14286,566,3349,-9325,-262907,-156241,-37941,-1101,-18568,-28872,-17231,-15501,easy
999520,507635,168454,39679,36176,76959,89659,23663,63600,-405182,-130693,-29660,-26960,-25781,-67776,3965,-810301,-501051,-165605,-30577,-32053,-67765,-87361,-20642,-949921,-488334,-167355,-38758,-35787,-76003,-88892,-22487,-753253,-495952,-166080,-36088,-33253,-72773,-86324,-22157,297450,-382899,-148411,-26323,-29668,-60549,-69220,-13145,difficult
931703,172277,19425,25672,39502,24674,37005,28133,113793,-14038,57868,-778,-21955,18841,12861,-4127,-55295,-31244,-10125,-10719,-30841,-18673,-30409,-22383,-759893,-149252,-18178,-22659,-37119,-17678,-34902,-25033,-182427,-118362,-10629,-17892,-28049,-4063,-20917,-18509,-165725,-139724,30743,-4399,-31244,-9730,-27359,-8749,easy
612457,162993,19068,21201,8868,10568,9955,9569,1587952,24573,-1278,5722,61844,77699,36903,34816,563438,-138283,-12644,-17670,-3959,-2115,-1265,-6243,400289,38232,6994,74397,2119,28195,14117,4608,-522057,-45234,-9351,3313,-3558,-5121,-2532,-6499,-385336,-84259,13445,-10067,9614,-4743,3482,-538,difficult
828275,120132,48558,20508,10506,13301,36779,10210,2219420,74857,309550,171262,65096,93726,7872,86015,-246002,-70268,-44022,-11908,-8617,-6665,-28205,-7029,-769138,37202,-39679,-17075,-5910,-2599,-33381,-4208,1450861,7056,7876,17560,16743,22511,-9916,39274,1471330,221859,155837,25672,75088,75825,62833,32917,easy
718067,123620,37933,15361,11471,29689,16149,15081,-331549,-93534,-24508,-8043,-6314,-24948,-11160,-11387,-635921,-111618,-34191,-11209,-9895,-28253,-14429,-14744,-93546,258880,-16560,-4384,12967,40778,14338,36299,93059,44594,-19356,9362,16661,49579,31296,15045,-597219,-26209,-26612,-12347,-10249,-25330,-3546,-12195,difficult
2049528,505345,80454,145610,113867,126115,123255,45804,-1693411,-410544,75871,-52817,-17275,-29653,-14942,22633,-836694,-89360,-52865,-115901,-100366,-104827,-100995,-22750,-1449749,-427849,-68867,-102199,-100633,-97837,-104962,-29303,-1927577,-261286,-74732,-139112,-102077,-117348,-114483,-34583,-1916097,-446643,-35170,-126619,-104557,-115190,-110339,-28511,easy
1251326,154191,53182,46267,24847,24645,51916,32583,-1146984,-78545,-46434,-33939,-15013,-19065,-37122,-25659,43535,-117380,-48381,-38265,-23274,-19032,-47498,-28760,755793,178200,472092,233733,31273,288866,58075,8897,750180,41773,-26944,3695,22855,8365,-12137,37986,-843895,-96929,-45490,-6213,-15849,-10891,-41957,-25309,difficult
1127545,365120,306197,86515,38704,85706,124356,53695,-842843,-193699,-272265,-80846,4892,-50223,-112315,-39552,-303863,-240963,-281731,-54345,-16327,-65745,-102489,-37473,-887266,-271250,-221675,-63544,-25755,-55375,-105828,-49308,-689904,-174888,-291562,-63495,-17953,-62631,-113843,-40842,-227207,-59790,-299234,28056,-17628,-49097,-95740,-28674,easy
237564,243201,12454,58230,16400,30073,32651,17995,1075084,-71220,21155,-7507,17380,28076,11390,5253,1467530,100022,-9346,-42714,-6582,-4928,2566,-3963,1571029,-63768,196030,7334,59780,37474,23866,45063,-74641,-217995,-4420,-38985,-13751,-19660,-27568,-10060,-106339,-221097,-2859,-57267,-14815,-27942,-28262,-16056,difficult
936595,172965,46367,44952,45071,25514,39354,26709,-906693,-121857,-44349,-36006,-36410,-5990,-30959,-23093,-348743,-63461,47553,-21042,-18403,13570,249,-20267,469352,-109242,-26703,-19142,-34076,-5679,-29090,-13921,-405502,137217,30589,48803,6799,25135,-4876,-12283,223162,756496,206308,82477,57073,142181,72776,21553,easy
467295,81015,29848,19021,8928,30454,15831,4594,238241,88402,749,-5006,7687,942,32718,15514,2048826,7632,-23757,34279,36897,10633,37874,59846,-332763,-66960,-23052,-14695,-5419,-25082,-13711,-2706,142399,-34729,-11735,-14173,-2111,-15184,1294,6353,-413883,-51701,-18808,-17393,-2184,-26107,-11867,-1198,difficult
