delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
25730-541534-22872-41704-23769-85261-9955-10696,61978-16565-11640-18772-12781-32143-24904-11927,22017-69574-21523-8155-35769-7705-2434-10789,10314-17654-13724-8194-11879-4873-24226-15840,8696-28816-11742-6890-6825-6923-12597-8481,17875-7899-14629-7153-19234-8720-8812-16916,19478-9639-8497-8473-3042-7530-5255-7755,6395-4515-3766-3705-2150-3884-6590-8681,easy
541534-22872-41704-23769-85261-9955-10696-90506,16565-11640-18772-12781-32143-24904-11927-51625,69574-21523-8155-35769-7705-2434-10789-13053,17654-13724-8194-11879-4873-24226-15840-3567,28816-11742-6890-6825-6923-12597-8481-11170,7899-14629-7153-19234-8720-8812-16916-3013,9639-8497-8473-3042-7530-5255-7755-1217,4515-3766-3705-2150-3884-6590-8681-1261,easy
22872-41704-23769-85261-9955-10696-90506-50977,11640-18772-12781-32143-24904-11927-51625-32312,21523-8155-35769-7705-2434-10789-13053-8067,13724-8194-11879-4873-24226-15840-3567-9387,11742-6890-6825-6923-12597-8481-11170-10762,14629-7153-19234-8720-8812-16916-3013-12192,8497-8473-3042-7530-5255-7755-1217-6991,3766-3705-2150-3884-6590-8681-1261-6240,easy
41704-23769-85261-9955-10696-90506-50977-42561,18772-12781-32143-24904-11927-51625-32312-9947,8155-35769-7705-2434-10789-13053-8067-2278,8194-11879-4873-24226-15840-3567-9387-5012,6890-6825-6923-12597-8481-11170-10762-8797,7153-19234-8720-8812-16916-3013-12192-26191,8473-3042-7530-5255-7755-1217-6991-3555,3705-2150-3884-6590-8681-1261-6240-4718,easy
23769-85261-9955-10696-90506-50977-42561-15722,12781-32143-24904-11927-51625-32312-9947-7808,35769-7705-2434-10789-13053-8067-2278-725,11879-4873-24226-15840-3567-9387-5012-12193,6825-6923-12597-8481-11170-10762-8797-15340,19234-8720-8812-16916-3013-12192-26191-7978,3042-7530-5255-7755-1217-6991-3555-11787,2150-3884-6590-8681-1261-6240-4718-4818,easy
85261-9955-10696-90506-50977-42561-15722-95214,32143-24904-11927-51625-32312-9947-7808-10688,7705-2434-10789-13053-8067-2278-725-19534,4873-24226-15840-3567-9387-5012-12193-2948,6923-12597-8481-11170-10762-8797-15340-6302,8720-8812-16916-3013-12192-26191-7978-6125,7530-5255-7755-1217-6991-3555-11787-7976,3884-6590-8681-1261-6240-4718-4818-5642,easy
9955-10696-90506-50977-42561-15722-95214-23832,24904-11927-51625-32312-9947-7808-10688-7739,2434-10789-13053-8067-2278-725-19534-4899,24226-15840-3567-9387-5012-12193-2948-5652,12597-8481-11170-10762-8797-15340-6302-8735,8812-16916-3013-12192-26191-7978-6125-7699,5255-7755-1217-6991-3555-11787-7976-5202,6590-8681-1261-6240-4718-4818-5642-2034,easy
10696-90506-50977-42561-15722-95214-23832-8026,11927-51625-32312-9947-7808-10688-7739-20680,10789-13053-8067-2278-725-19534-4899-6268,15840-3567-9387-5012-12193-2948-5652-1586,8481-11170-10762-8797-15340-6302-8735-1533,16916-3013-12192-26191-7978-6125-7699-9947,7755-1217-6991-3555-11787-7976-5202-6255,8681-1261-6240-4718-4818-5642-2034-4550,easy
90506-50977-42561-15722-95214-23832-8026-16365,51625-32312-9947-7808-10688-7739-20680-6707,13053-8067-2278-725-19534-4899-6268-4412,3567-9387-5012-12193-2948-5652-1586-2171,11170-10762-8797-15340-6302-8735-1533-6779,3013-12192-26191-7978-6125-7699-9947-7020,1217-6991-3555-11787-7976-5202-6255-8547,1261-6240-4718-4818-5642-2034-4550-6476,easy
50977-42561-15722-95214-23832-8026-16365-19966,32312-9947-7808-10688-7739-20680-6707-47303,8067-2278-725-19534-4899-6268-4412-7449,9387-5012-12193-2948-5652-1586-2171-11937,10762-8797-15340-6302-8735-1533-6779-7582,12192-26191-7978-6125-7699-9947-7020-8072,6991-3555-11787-7976-5202-6255-8547-11121,6240-4718-4818-5642-2034-4550-6476-3681,easy
42561-15722-95214-23832-8026-16365-19966-54591,9947-7808-10688-7739-20680-6707-47303-46510,2278-725-19534-4899-6268-4412-7449-5386,5012-12193-2948-5652-1586-2171-11937-4438,8797-15340-6302-8735-1533-6779-7582-4722,26191-7978-6125-7699-9947-7020-8072-2278,3555-11787-7976-5202-6255-8547-11121-1859,4718-4818-5642-2034-4550-6476-3681-1466,easy
15722-95214-23832-8026-16365-19966-54591-621,7808-10688-7739-20680-6707-47303-46510-5783,725-19534-4899-6268-4412-7449-5386-4513,12193-2948-5652-1586-2171-11937-4438-3282,15340-6302-8735-1533-6779-7582-4722-2432,7978-6125-7699-9947-7020-8072-2278-3635,11787-7976-5202-6255-8547-11121-1859-2646,4818-5642-2034-4550-6476-3681-1466-686,easy
95214-23832-8026-16365-19966-54591-621-34485,10688-7739-20680-6707-47303-46510-5783-22993,19534-4899-6268-4412-7449-5386-4513-3274,2948-5652-1586-2171-11937-4438-3282-3387,6302-8735-1533-6779-7582-4722-2432-4039,6125-7699-9947-7020-8072-2278-3635-7591,7976-5202-6255-8547-11121-1859-2646-3926,5642-2034-4550-6476-3681-1466-686-7640,easy
23832-8026-16365-19966-54591-621-34485-132466,7739-20680-6707-47303-46510-5783-22993-6117,4899-6268-4412-7449-5386-4513-3274-8499,5652-1586-2171-11937-4438-3282-3387-2755,8735-1533-6779-7582-4722-2432-4039-1373,7699-9947-7020-8072-2278-3635-7591-3784,5202-6255-8547-11121-1859-2646-3926-2722,2034-4550-6476-3681-1466-686-7640-1024,easy
8026-16365-19966-54591-621-34485-132466-44676,20680-6707-47303-46510-5783-22993-6117-43137,6268-4412-7449-5386-4513-3274-8499-7277,1586-2171-11937-4438-3282-3387-2755-5664,1533-6779-7582-4722-2432-4039-1373-9230,9947-7020-8072-2278-3635-7591-3784-8374,6255-8547-11121-1859-2646-3926-2722-13287,4550-6476-3681-1466-686-7640-1024-5908,easy
16365-19966-54591-621-34485-132466-44676-10665,6707-47303-46510-5783-22993-6117-43137-13721,4412-7449-5386-4513-3274-8499-7277-2058,2171-11937-4438-3282-3387-2755-5664-16324,6779-7582-4722-2432-4039-1373-9230-10763,7020-8072-2278-3635-7591-3784-8374-12923,8547-11121-1859-2646-3926-2722-13287-3873,6476-3681-1466-686-7640-1024-5908-7033,easy
19966-54591-621-34485-132466-44676-10665-25197,47303-46510-5783-22993-6117-43137-13721-15905,7449-5386-4513-3274-8499-7277-2058-8983,11937-4438-3282-3387-2755-5664-16324-7468,7582-4722-2432-4039-1373-9230-10763-8614,8072-2278-3635-7591-3784-8374-12923-23033,11121-1859-2646-3926-2722-13287-3873-6550,3681-1466-686-7640-1024-5908-7033-3791,easy
54591-621-34485-132466-44676-10665-25197-10569,46510-5783-22993-6117-43137-13721-15905-13296,5386-4513-3274-8499-7277-2058-8983-1614,4438-3282-3387-2755-5664-16324-7468-10867,4722-2432-4039-1373-9230-10763-8614-9130,2278-3635-7591-3784-8374-12923-23033-23933,1859-2646-3926-2722-13287-3873-6550-4462,1466-686-7640-1024-5908-7033-3791-7956,easy
621-34485-132466-44676-10665-25197-10569-37780,5783-22993-6117-43137-13721-15905-13296-12904,4513-3274-8499-7277-2058-8983-1614-10446,3282-3387-2755-5664-16324-7468-10867-11153,2432-4039-1373-9230-10763-8614-9130-12697,3635-7591-3784-8374-12923-23033-23933-24329,2646-3926-2722-13287-3873-6550-4462-14802,686-7640-1024-5908-7033-3791-7956-5058,easy
34485-132466-44676-10665-25197-10569-37780-1198368,22993-6117-43137-13721-15905-13296-12904-370803,3274-8499-7277-2058-8983-1614-10446-81575,3387-2755-5664-16324-7468-10867-11153-14021,4039-1373-9230-10763-8614-9130-12697-4907,7591-3784-8374-12923-23033-23933-24329-45045,3926-2722-13287-3873-6550-4462-14802-57095,7640-1024-5908-7033-3791-7956-5058-13149,easy
132466-44676-10665-25197-10569-37780-1198368-372763,6117-43137-13721-15905-13296-12904-370803-92650,8499-7277-2058-8983-1614-10446-81575-3212,2755-5664-16324-7468-10867-11153-14021-12188,1373-9230-10763-8614-9130-12697-4907-16960,3784-8374-12923-23033-23933-24329-45045-13801,2722-13287-3873-6550-4462-14802-57095-15443,1024-5908-7033-3791-7956-5058-13149-5876,easy
44676-10665-25197-10569-37780-1198368-372763-18755,43137-13721-15905-13296-12904-370803-92650-15364,7277-2058-8983-1614-10446-81575-3212-3987,5664-16324-7468-10867-11153-14021-12188-13698,9230-10763-8614-9130-12697-4907-16960-19461,8374-12923-23033-23933-24329-45045-13801-10760,13287-3873-6550-4462-14802-57095-15443-10484,5908-7033-3791-7956-5058-13149-5876-10976,easy
10665-25197-10569-37780-1198368-372763-18755-12102,13721-15905-13296-12904-370803-92650-15364-20622,2058-8983-1614-10446-81575-3212-3987-17912,16324-7468-10867-11153-14021-12188-13698-6687,10763-8614-9130-12697-4907-16960-19461-14438,12923-23033-23933-24329-45045-13801-10760-13126,3873-6550-4462-14802-57095-15443-10484-8259,7033-3791-7956-5058-13149-5876-10976-8808,easy
25197-10569-37780-1198368-372763-18755-12102-36069,15905-13296-12904-370803-92650-15364-20622-27936,8983-1614-10446-81575-3212-3987-17912-9374,7468-10867-11153-14021-12188-13698-6687-672,8614-9130-12697-4907-16960-19461-14438-3030,23033-23933-24329-45045-13801-10760-13126-3736,6550-4462-14802-57095-15443-10484-8259-1229,3791-7956-5058-13149-5876-10976-8808-2049,easy
10569-37780-1198368-372763-18755-12102-36069-408100,13296-12904-370803-92650-15364-20622-27936-7685,1614-10446-81575-3212-3987-17912-9374-1974,10867-11153-14021-12188-13698-6687-672-1776,9130-12697-4907-16960-19461-14438-3030-2542,23933-24329-45045-13801-10760-13126-3736-3015,4462-14802-57095-15443-10484-8259-1229-3551,7956-5058-13149-5876-10976-8808-2049-1089,easy
37780-1198368-372763-18755-12102-36069-408100-1201014,12904-370803-92650-15364-20622-27936-7685-122935,10446-81575-3212-3987-17912-9374-1974-48102,11153-14021-12188-13698-6687-672-1776-34726,12697-4907-16960-19461-14438-3030-2542-18194,24329-45045-13801-10760-13126-3736-3015-17754,14802-57095-15443-10484-8259-1229-3551-8162,5058-13149-5876-10976-8808-2049-1089-6077,easy
1198368-372763-18755-12102-36069-408100-1201014-1898573,370803-92650-15364-20622-27936-7685-122935-634415,81575-3212-3987-17912-9374-1974-48102-101271,14021-12188-13698-6687-672-1776-34726-57212,4907-16960-19461-14438-3030-2542-18194-23561,45045-13801-10760-13126-3736-3015-17754-13868,57095-15443-10484-8259-1229-3551-8162-22169,13149-5876-10976-8808-2049-1089-6077-11459,easy
372763-18755-12102-36069-408100-1201014-1898573-393905,92650-15364-20622-27936-7685-122935-634415-265270,3212-3987-17912-9374-1974-48102-101271-62489,12188-13698-6687-672-1776-34726-57212-15085,16960-19461-14438-3030-2542-18194-23561-11640,13801-10760-13126-3736-3015-17754-13868-13204,15443-10484-8259-1229-3551-8162-22169-10054,5876-10976-8808-2049-1089-6077-11459-4637,easy
18755-12102-36069-408100-1201014-1898573-393905-6916,15364-20622-27936-7685-122935-634415-265270-20665,3987-17912-9374-1974-48102-101271-62489-5948,13698-6687-672-1776-34726-57212-15085-1033,19461-14438-3030-2542-18194-23561-11640-1869,10760-13126-3736-3015-17754-13868-13204-2442,10484-8259-1229-3551-8162-22169-10054-2487,10976-8808-2049-1089-6077-11459-4637-2438,easy
12102-36069-408100-1201014-1898573-393905-6916-12417,20622-27936-7685-122935-634415-265270-20665-1887,17912-9374-1974-48102-101271-62489-5948-2334,6687-672-1776-34726-57212-15085-1033-1752,14438-3030-2542-18194-23561-11640-1869-8983,13126-3736-3015-17754-13868-13204-2442-2268,8259-1229-3551-8162-22169-10054-2487-6374,8808-2049-1089-6077-11459-4637-2438-3014,easy
36069-408100-1201014-1898573-393905-6916-12417-19270,27936-7685-122935-634415-265270-20665-1887-37108,9374-1974-48102-101271-62489-5948-2334-1635,672-1776-34726-57212-15085-1033-1752-2314,3030-2542-18194-23561-11640-1869-8983-3271,3736-3015-17754-13868-13204-2442-2268-5533,1229-3551-8162-22169-10054-2487-6374-1958,2049-1089-6077-11459-4637-2438-3014-1197,easy
408100-1201014-1898573-393905-6916-12417-19270-95121,7685-122935-634415-265270-20665-1887-37108-89100,1974-48102-101271-62489-5948-2334-1635-12435,1776-34726-57212-15085-1033-1752-2314-30056,2542-18194-23561-11640-1869-8983-3271-26059,3015-17754-13868-13204-2442-2268-5533-12909,3551-8162-22169-10054-2487-6374-1958-6248,1089-6077-11459-4637-2438-3014-1197-10016,easy
1201014-1898573-393905-6916-12417-19270-95121-830099,122935-634415-265270-20665-1887-37108-89100-89918,48102-101271-62489-5948-2334-1635-12435-122791,34726-57212-15085-1033-1752-2314-30056-25953,18194-23561-11640-1869-8983-3271-26059-68233,17754-13868-13204-2442-2268-5533-12909-58763,8162-22169-10054-2487-6374-1958-6248-15990,6077-11459-4637-2438-3014-1197-10016-17297,easy
1898573-393905-6916-12417-19270-95121-830099-127976,634415-265270-20665-1887-37108-89100-89918-20216,101271-62489-5948-2334-1635-12435-122791-3624,57212-15085-1033-1752-2314-30056-25953-2643,23561-11640-1869-8983-3271-26059-68233-3833,13868-13204-2442-2268-5533-12909-58763-3117,22169-10054-2487-6374-1958-6248-15990-2166,11459-4637-2438-3014-1197-10016-17297-2728,easy
393905-6916-12417-19270-95121-830099-127976-371376,265270-20665-1887-37108-89100-89918-20216-161444,62489-5948-2334-1635-12435-122791-3624-3566,15085-1033-1752-2314-30056-25953-2643-21098,11640-1869-8983-3271-26059-68233-3833-42032,13204-2442-2268-5533-12909-58763-3117-8958,10054-2487-6374-1958-6248-15990-2166-14945,4637-2438-3014-1197-10016-17297-2728-7161,easy
6916-12417-19270-95121-830099-127976-371376-70234,20665-1887-37108-89100-89918-20216-161444-11347,5948-2334-1635-12435-122791-3624-3566-10300,1033-1752-2314-30056-25953-2643-21098-11283,1869-8983-3271-26059-68233-3833-42032-2302,2442-2268-5533-12909-58763-3117-8958-20327,2487-6374-1958-6248-15990-2166-14945-5885,2438-3014-1197-10016-17297-2728-7161-3454,easy
12417-19270-95121-830099-127976-371376-70234-23768,1887-37108-89100-89918-20216-161444-11347-22592,2334-1635-12435-122791-3624-3566-10300-4198,1752-2314-30056-25953-2643-21098-11283-25110,8983-3271-26059-68233-3833-42032-2302-8330,2268-5533-12909-58763-3117-8958-20327-5079,6374-1958-6248-15990-2166-14945-5885-9180,3014-1197-10016-17297-2728-7161-3454-6243,easy
19270-95121-830099-127976-371376-70234-23768-4715,37108-89100-89918-20216-161444-11347-22592-18438,1635-12435-122791-3624-3566-10300-4198-23314,2314-30056-25953-2643-21098-11283-25110-9840,3271-26059-68233-3833-42032-2302-8330-16327,5533-12909-58763-3117-8958-20327-5079-15717,1958-6248-15990-2166-14945-5885-9180-15565,1197-10016-17297-2728-7161-3454-6243-17249,easy
95121-830099-127976-371376-70234-23768-4715-23172,89100-89918-20216-161444-11347-22592-18438-20106,12435-122791-3624-3566-10300-4198-23314-16389,30056-25953-2643-21098-11283-25110-9840-13985,26059-68233-3833-42032-2302-8330-16327-6247,12909-58763-3117-8958-20327-5079-15717-20604,6248-15990-2166-14945-5885-9180-15565-13149,10016-17297-2728-7161-3454-6243-17249-2053,easy
830099-127976-371376-70234-23768-4715-23172-6705,89918-20216-161444-11347-22592-18438-20106-12704,122791-3624-3566-10300-4198-23314-16389-8657,25953-2643-21098-11283-25110-9840-13985-3233,68233-3833-42032-2302-8330-16327-6247-15522,58763-3117-8958-20327-5079-15717-20604-15776,15990-2166-14945-5885-9180-15565-13149-6131,17297-2728-7161-3454-6243-17249-2053-7796,hard
127976-371376-70234-23768-4715-23172-6705-23538,20216-161444-11347-22592-18438-20106-12704-10117,3624-3566-10300-4198-23314-16389-8657-5831,2643-21098-11283-25110-9840-13985-3233-27224,3833-42032-2302-8330-16327-6247-15522-3125,3117-8958-20327-5079-15717-20604-15776-13247,2166-14945-5885-9180-15565-13149-6131-9729,2728-7161-3454-6243-17249-2053-7796-3965,easy
371376-70234-23768-4715-23172-6705-23538-56836,161444-11347-22592-18438-20106-12704-10117-17440,3566-10300-4198-23314-16389-8657-5831-2577,21098-11283-25110-9840-13985-3233-27224-3773,42032-2302-8330-16327-6247-15522-3125-3706,8958-20327-5079-15717-20604-15776-13247-16055,14945-5885-9180-15565-13149-6131-9729-10909,7161-3454-6243-17249-2053-7796-3965-12253,easy
70234-23768-4715-23172-6705-23538-56836-323558,11347-22592-18438-20106-12704-10117-17440-35789,10300-4198-23314-16389-8657-5831-2577-10121,11283-25110-9840-13985-3233-27224-3773-3118,2302-8330-16327-6247-15522-3125-3706-2574,20327-5079-15717-20604-15776-13247-16055-3792,5885-9180-15565-13149-6131-9729-10909-3628,3454-6243-17249-2053-7796-3965-12253-2044,easy
23768-4715-23172-6705-23538-56836-323558-88978,22592-18438-20106-12704-10117-17440-35789-31364,4198-23314-16389-8657-5831-2577-10121-1136,25110-9840-13985-3233-27224-3773-3118-4117,8330-16327-6247-15522-3125-3706-2574-3734,5079-15717-20604-15776-13247-16055-3792-4548,9180-15565-13149-6131-9729-10909-3628-2583,6243-17249-2053-7796-3965-12253-2044-834,easy
4715-23172-6705-23538-56836-323558-88978-20439,18438-20106-12704-10117-17440-35789-31364-14475,23314-16389-8657-5831-2577-10121-1136-618,9840-13985-3233-27224-3773-3118-4117-3172,16327-6247-15522-3125-3706-2574-3734-1875,15717-20604-15776-13247-16055-3792-4548-1097,15565-13149-6131-9729-10909-3628-2583-273,17249-2053-7796-3965-12253-2044-834-422,easy
23172-6705-23538-56836-323558-88978-20439-367047,20106-12704-10117-17440-35789-31364-14475-109418,16389-8657-5831-2577-10121-1136-618-20742,13985-3233-27224-3773-3118-4117-3172-12245,6247-15522-3125-3706-2574-3734-1875-4192,20604-15776-13247-16055-3792-4548-1097-5248,13149-6131-9729-10909-3628-2583-273-891,2053-7796-3965-12253-2044-834-422-1083,easy
6705-23538-56836-323558-88978-20439-367047-12424,12704-10117-17440-35789-31364-14475-109418-2804,8657-5831-2577-10121-1136-618-20742-215,3233-27224-3773-3118-4117-3172-12245-4207,15522-3125-3706-2574-3734-1875-4192-4202,15776-13247-16055-3792-4548-1097-5248-3738,6131-9729-10909-3628-2583-273-891-2777,7796-3965-12253-2044-834-422-1083-1687,easy
23538-56836-323558-88978-20439-367047-12424-7150,10117-17440-35789-31364-14475-109418-2804-5640,5831-2577-10121-1136-618-20742-215-10301,27224-3773-3118-4117-3172-12245-4207-13999,3125-3706-2574-3734-1875-4192-4202-6347,13247-16055-3792-4548-1097-5248-3738-14471,9729-10909-3628-2583-273-891-2777-5333,3965-12253-2044-834-422-1083-1687-3125,easy
56836-323558-88978-20439-367047-12424-7150-71335,17440-35789-31364-14475-109418-2804-5640-12485,2577-10121-1136-618-20742-215-10301-496,3773-3118-4117-3172-12245-4207-13999-3365,3706-2574-3734-1875-4192-4202-6347-1985,16055-3792-4548-1097-5248-3738-14471-2865,10909-3628-2583-273-891-2777-5333-1713,12253-2044-834-422-1083-1687-3125-1785,easy
323558-88978-20439-367047-12424-7150-71335-2604,35789-31364-14475-109418-2804-5640-12485-15176,10121-1136-618-20742-215-10301-496-9840,3118-4117-3172-12245-4207-13999-3365-12514,2574-3734-1875-4192-4202-6347-1985-4334,3792-4548-1097-5248-3738-14471-2865-9666,3628-2583-273-891-2777-5333-1713-12567,2044-834-422-1083-1687-3125-1785-6960,easy
88978-20439-367047-12424-7150-71335-2604-261481,31364-14475-109418-2804-5640-12485-15176-754544,1136-618-20742-215-10301-496-9840-22170,4117-3172-12245-4207-13999-3365-12514-37254,3734-1875-4192-4202-6347-1985-4334-11284,4548-1097-5248-3738-14471-2865-9666-27370,2583-273-891-2777-5333-1713-12567-7198,834-422-1083-1687-3125-1785-6960-9717,easy
20439-367047-12424-7150-71335-2604-261481-341717,14475-109418-2804-5640-12485-15176-754544-65375,618-20742-215-10301-496-9840-22170-25517,3172-12245-4207-13999-3365-12514-37254-9245,1875-4192-4202-6347-1985-4334-11284-8780,1097-5248-3738-14471-2865-9666-27370-19966,273-891-2777-5333-1713-12567-7198-10623,422-1083-1687-3125-1785-6960-9717-18264,easy
367047-12424-7150-71335-2604-261481-341717-4122,109418-2804-5640-12485-15176-754544-65375-11087,20742-215-10301-496-9840-22170-25517-10023,12245-4207-13999-3365-12514-37254-9245-5737,4192-4202-6347-1985-4334-11284-8780-10317,5248-3738-14471-2865-9666-27370-19966-21249,891-2777-5333-1713-12567-7198-10623-5115,1083-1687-3125-1785-6960-9717-18264-4870,easy
12424-7150-71335-2604-261481-341717-4122-1361950,2804-5640-12485-15176-754544-65375-11087-34511,215-10301-496-9840-22170-25517-10023-16872,4207-13999-3365-12514-37254-9245-5737-8325,4202-6347-1985-4334-11284-8780-10317-28479,3738-14471-2865-9666-27370-19966-21249-20453,2777-5333-1713-12567-7198-10623-5115-18746,1687-3125-1785-6960-9717-18264-4870-5684,easy
